제목,내용,게시자,게시날짜
회사 워크숍가서 장기자랑..,노래불러야 하는데 트로트나 댄스는 못하겠고 발라드 하려고 하는데 둘중에 한다면 어떤게 나을까요 ㅠㅠ 혹시 밝고 즐거운느낌의 발라드 있으면 추천좀 해주시면 감사드려요! ※ 상기 유머방 규정 숙지 및 참여 부탁합니다.,●디젤매니아● 대한민국 일등 패션 커뮤니티 디매인 DMAIN,2023.10.25.
"엄마랑 첫 해외여행, 부모님 여행 십계명 ㅎㅎ",인상쓰고 갑분싸 금지 6. 물이 제일 맛있다 금지 7. 돈아깝다 금지 8. 이 돈이면 집에서 해먹는게 낫다 금지 9. 이거 무슨맛으로 먹냐 금지 10. 이거 한국 돈으로 얼마냐 금지 자유여행으로 가는거라 극P인 제가 엄마를 위해 단단히 준비하고 있어요 ㅎㅎ 다고에서 많은 도움...,"다낭 고스트 - 베트남 다낭자유여행 ,다낭여행,맛집,호텔리조트",2023.10.25.
구월 정산,진짜차마할수가없는날씨였음 둘다 저 풍경보자마자 갑분싸 입 닫고 회나 시켰는데 맛있어서 기분 다시 upㅋㅋ 와.. 5시 반에는 택시 탔어야 돼서 새벽 2시쯤인가 진짜 좀만 자자하고 알람 10개는 맞춰놨는데 다 못 들음; 한로희가 5시 20분인가 겨우 깨서 둘 다 ㅈㄴ말 없이 짐...,(꜆꜄ ˙꒳˙ )꜆꜄꜆,2023.09.30.
여자 앞에서 낙인불렀습니다 ㄷ ㄷ,갑분싸되길래 앞으로 안부를게요 ㄷ ㄷ,●디젤매니아● 대한민국 일등 패션 커뮤니티 디매인 DMAIN,2023.09.30.
거미집 - 누구도 벗어날 수 없다. 다 찍기 전엔.,그리고 출장을 갔던 백회장이 촬영장 문을 박차고 들어오며 순식간에 촬영장은 갑분싸가 된다. 말도 안되는 촬영을 그만두라며 소리치고 결국 촬영이 중단된다. 김감독은 사무실에 들어가 물건들을 내던지며 분풀이를 한다. 그리고 그의 앞에 스승 신상호 감독(정우성)이...,영화둥이와 감성여행,2023.09.30.
두 번이나 밤 새고 학교 가고 감기 걸리고 죽을 맛인 일주일,아 포토그레이 찍었구나 귀엽다 우리~ 하 진짜 개웃김 술집 갑분싸 시키는 법 : 앤팀 언더스를 튼다 군바리 새끼 12시 되니까 바로 뻗음 아니 버스 정류장 헷갈려서 저기서부터 뜀 걍 도로를 역주행함 미친년 당연히 차는 없었습니다... 버정에서 내렸는데 뒤에 아저씨가 자꾸...,chxirry,2023.09.30.
까치까치설날 말고 추석,너가 말해도 저칭구들 못들어 진정해 히종이 테니스 레슨받는거 따라옴 그러고 나랑 같이 치러갔는데 내가 너무 못쳐서 내가 스스로 욜받아서 울뻔하고 짜증냈다가 갑분싸됨 Sorry sir.. 그리고 드디어 얻게된 먹태깡이랑 노가리칩!!!!!!! 황소농 쏴리질러ㅓㅓㅓ!!!!!! 귀여운...,Zero A ( ღ'ᴗ'ღ ),2023.09.30.
(ˊ•͈ ˓ •͈ˋ),갑분싸되고 4초쯤 지나고 나니까 구석에서 사장님이 나오시더라고요? 충전만 아니었으면 그냥 튀었습니다 수치 미쳤ㅅ습니다. 역대급 이불킥!!!!!! 도착해서 동행 분이랑 굿즈사고 입장했는데욥.. 정말 너무너무너무 떨려요ㅠ 앞 자리 못 잡은 게 너무 아쉽달까..? 가수님 첫...,일기장,2023.09.30.
확인하는 버릇,나와서 갑분싸 케이팝 광인들에게 케이팝을 달라 그래도 좋은 사람들과 좋은 시간 ^^~ 추석 연휴 시작과 동시에 혼자 교보문고에 다녀왔습니다 요런 귀여운걸 팔더라구요 귀여운 메시지 카드 열장 골라 담아서 천원!! 한 번 골라봤습니다 쓸 일이 많아졌으면 좋겠네요 그리고...,Best Part,2023.09.30.
2023 추석 일기 3탄 : 철없게 살다가 미쳐,오늘의 노래 추천은 윤지니가 제목보고 경악한 갑분싸해질필요없잖아요~ 아침부터 더넌 보고왔도다 나를 주위로 다들 자리를 잡으셨군요.. 우리 초면이지만 함께 봐요 (∴◠◠∴) 근데 뒤에 학생들이 자꾸 시끄럽게 해서 좀 짜증났음 그래도 재미있었네요 자세한 후기는...,자두의 일상 특가세일,2023.09.30.
구월:),5 외국 조리 용어 듣고 새로 생긴 샤브로21 감 애들하고 가다가 앞에 가던 다른 애들도 납치해서 같이 감 근데 사람이 넘많아서 떨어져앉음 앉는 것도 꽤 기다렸는데 음식 나오는데까지 40분 걸림 ㄹㅈㄷ인건 먹는데 정전이 3번인가 4번이나 됨 정전되면 그잡채....,도리도리도히도히의 브로그,2023.09.30.
가을 느낌 나는 햄테리어,짠 여기 제가 제일 노력한 부분 ㅋㅋ 트릭시 갑분싸 ㅋㅋㅋ 항공샷 냄새 맡는중,"햄사모 - 햄스터를 사랑하는 모임, 햄스터 다람쥐 저빌 무료분양",2023.09.30.
하늘이 져떠여 ㄷ ㄷ,여자애랑 말할 때 마다 갑분싸되네료 ㄷ ㄷ,●디젤매니아● 대한민국 일등 패션 커뮤니티 디매인 DMAIN,2023.09.30.
2023. 03. 13 불후의명곡 600회특집 방청,심수봉님 심사평에서 악평?느낌으로 얘기하시길래 살짝 갑분싸 될뻔했음 송가인 : 애절함이 장난아니다.. 왜 인기 많은지 알겠음.. 말하실때 너무 목소리가 안좋으시길래 걱정됐는데 노래하실때는 안좋은지 모를정도로 잘부르심 노래 부르고 나서 성대결절수술 받을...,여비's LIFE,2023.09.30.
9월,사실 이날 한화가 이겼어요 다행이다 갑분싸될뻔 (tmi:끌고간 여자가 한화이글스의 팬 커스틴인가? 올리비아로드리고인가? 한화 용병선수 아들램도 봄 존귀 ㅠㅠ 술 괴쳐먹고 리나네집을 에어비앤비로 이용함.. 호스트분이 굉장히 귀여웠어요 ㅋㅋ 송그리나닮음 똥간지킴이...,누가바,2023.09.30.
"NO MEE, NO LIFE","(돌아와주겐니) 여기서 갑자기 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ열심히 먹고있는데 갑자기 니네 왜 싸우고?싸운거였나아무튼 난리나서 갑자기 갑분싸되고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 난근데 신기한게 초딩때도 막 누가 울면 ""야 지금 위로하면 더울어 지금 하지마"" 이랬었던...",보여주는_프라이버시.jpg,2023.09.30.
내 플레이리스트를 소개합니다,이 노래를 내 결혼식장에서 틀어야 한다면 어떨까 TRACK: ROAR - 더보이즈 진짜 갑분싸 될 듯.. 016. 내 애인이 나한테 이 노래를 불러준다면? TRACK: Mariposa - Peach Tree Rascals 잘 부르면 진짜진ㅁ자진짜 설렐 듯 017. 이 노래를 부모님께 들려준다면 예상 반응...,녕,2023.09.30.
사랑 (2) - 매력 드래곤볼,"쉽게 말해서… 갑분싸를 안 만듬 ㅇㄱㄹㅇ 이게 결국 섬세하고 예민해야 상황들이 보이고 그래야 대처할 생각이라도 할 수 있다. 내가 둔하다고 기죽진 말라! 다른 방면에서 매력을 넓혀가면 된다. 이것만이 정답은 아님. 절대. 대망의 성격인데, 이건 주로 대화할 때 나타나는...",時節因緣,2023.09.30.
망심천금,151번 블로거님께서 맹심천금으로 올려주실때 보기시작했는데 위티비가 방송을해주네 망심천금으로 신난다 했는데 갑분싸 25화부터 돈내고 보래 어이없음 풀리길 기다렸다 냉큼봄. 우리의 대고정씨 역쒸 멋있음. 요들마 아침드라마 같은 막장있음. 남주는 여주아빠가...,teateamam님의 블로그,2023.09.30.
한맥 협찬 기다립니다,(갑분싸) 감사합니다람쥐 김밥한끼 순두부찌개=육개장 맛이 똑같음 당황작렬 귤 탕후루 오빠가 사줬어 과동까지 데려다줬어 불고기버거는 맛있어요 천박사 후기: 재밌음 강동원 얼굴도 재밌고 내용도 재밌음 근데 도토리는 보다가 잤음 근데 강동원 얼굴이 대유잼이라서...,안녕 나는 예삐,2023.09.30.
예비 2번 조준수입니다..,"긴장해서 채팅은 못봤는데 혹시 갑분싸였다면 죄송하고 재밌게 보셨으면 웃어주셔서 감사합니다. 예비인데도 어제 아바타 4시간씩 찾아보고 obs 찾아서 사운드 밸런스 조절하고 삽질 한 노력이 방송적으로 도움이 됐길 바라고, 괜스레 나댄 것 같아 죄송하고 좋은 기회를 즐길...",쿠우네 이글루,2023.09.30.
군산 다이소 수송동 할로윈 분위기 물씬,"전 핑크색을 좋아합니다(갑분싸 TMI) 귀엽고 귀여워요 곧 할로윈 꾸미러 와야겠어요 2층으로 올라가보니 네임스티커 만드는 기계가 있네요 육포,컵라면등 식품코너도 있어요 다이소에...진짜 다있어요...다이쏘 다이소 화장품코너도 있어요 다이소에서 토너 구매했었는데...",자매맘&육아맘&초딩맘,2023.09.30.
마음이이상해요ㅋㅋㅋ,"웅성웅성,,, 갑분싸,, 저는 표정관리도 안되고ㅠㅡㅠ 그것도 끝까지ㅠㅠ 친구들은 열심히 불러줬지만ㅠㅠ 그 분위기가 제대로 나오지 못해서 아쉬울 따름입니다,, 그리고 신랑신부 퇴장행진 때,, ㅠㅡㅠ 준비한 율동이 있었는데요,,, 저랑 신랑이랑 맞춘 율동을 하고 있는...","경남결준비-(창원웨딩,진주웨딩,김해웨딩)-결혼준비",2023.09.30.
(발가락임장_하남미사남부)택지지구의 정석_있을거 다 있다!(일자리빼고),"걷기 좋다 ㅋ 나무내음도 난다 ㅋ 미사역 주변에선 갑갑해서 힘들었는데, 갑분싸 기분이 좋아졌다 ㅋㄱ 징검다리보고 순간 시골인줄 ㅋ 공원뷰보이는 요라인 좋다 ㅎ 이제야 숨이 좀 트인다 ㅋ 더블에스 기분좋아짐! 요 뷰는 30평대 10억대네~ 켁! 개인적으로 지도상 가장...",SS더블에스(힐링매니저)님의블로그,2023.09.30.
손목통증 치료에 대하여..,괜히 놔줬다가 욕 먹든지 갑분싸 되기 쉬운 부위고 임상에선 되려 돈 물어주는 경우도 많은 부위기도 하고요 크기가 작은 손목 뼈와 그 사이에 위치한 인대 복합체가 서로 오밀조밀 붙어있다보니 환자가 호소하는 부위도 딱 집어내기도 어렵고요 그렇다보니 진단도 쉽지...,한량이나 다름없다,2023.09.30.
아시안게임 배그 모바일 대표팀.jpg,경기 방식도 서로 총 쏴서 죽여서 치킨먹는게 아니라 다양한 사격 미션을 완료한 후에 차량을 운전해서 결승선에 도착하기까지 걸린 시간이 빠른팀이 이기는거라함..,●디젤매니아● 대한민국 일등 패션 커뮤니티 디매인 DMAIN,2023.09.30.
특이점이 온 프로레슬링.GIF,1. 갑분싸 2. 팬더 VS 인간 3. 호적수 4. 가드 올리기 5. WA! 6. 세상에서 제일 끔찍한 기술 7. 박애주의자 8. 의자 마술 9. 사회적 거리두기 10. 서윗남 11. 소드마스터 12. 수확 13. 카우보이 14. 익스플로전 15. 변비 해결 16. 발사,카론 유니버스 공식 팬카페 CHARON UNIVESE,2023.09.30.
일반학교 시즌 2,' '에이 그래도 못생김' 이러면 은근히 철민이 아끼는 별이가 지나가면서 얼굴 품평하지 마라 이목구비도 없게 생긴 것들아 이래서 애들 갑자기 갑분싸 될 거 같아.. 운동 꽤 잘할듯. 근데 잘하는 거랑 못하는 거 나뉠 거 같아. 축구는 잘은 하는데 은근 헛발일 때 있고...,★어린이 과학 형사대 CSI짱!☆,2023.09.30.
9월 29일 일본에서의 열두번째 밤,강의를 준비해준 학생의 노트북에 MIU404 스티커가 붙여져있어서 정말...말을 붙이고 싶었으나...참았다...괜히 말걸었다가..내가 일본어 존나 못해서 못알아들으면...갑분싸가 되기 때문에...나중에 또 만나면 그때 은근슬쩍 좋아한다고 말해봐야겠다...^^ 오늘은 오후 일정이...,나..이렇게 글 써도 괜찮은걸까?!,2023.09.30.
"혼자하면 방황,함께하면 여행",이 날 한신포차에서 진짜 웃겼던 일이 있었는데 다른 테이블 아저씨가 쟁반 떨어트리고 소리 엄청 크게 나니까 민망하셨는지 쟁반 노래방~~~~~~~~~ 이러는데 순간 정적. . .진짜 너무 웃긴데 갑분싸라 웃을 수도 없어서 웃참하느라 엄청 힘들었던 기억이..ㅋㅋㅋㅋ 말로...,블로그 이름 뭐하지?,2023.09.30.
채봉은봉여행기#7,하는 순간 무슨 트로트같은 노래를 연주해버려서 갑분싸 야 그냥 가자..^^하고 감 ㅎ 은주 인생샷인듯 유명한 젤라또 맛집!! 사진은 찍어야겠고 얼굴은 가려야겠고 해서 나온 결과물 이 날은 뭐 한게 없어요 그래서 쓸 것도 없어요. 끗,CHAEBONG,2023.09.30.
삼척 전지 훈련,"결국, 1도움 1골 해낸 여성 댜들 박수갈채를 쳐라 골드문 클럽 결국 너무 궁금해서 마지막 날 밤에 숙소 올라가다 3층 눌러봤는데 엘베 문 열리자마자 우리에게 보이는 건 오로지 빨간 글씨의 ”유흥업소“였음 갑분싸 되면서 ”닫기“ 버튼 누름 닭갈비를 너무 많이 먹어서...",만적 세상,2023.09.29.
[무대인사] 2023 최고의 영화 '거미집' 스포일러 포함 해석 (feat. 정수정 실물),때 갑분싸 된 게 웃겨요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그리고 미도와의 기싸움에 밀린 유림이 결국 촬영을 하겠다고 나타나서 최국장 앞에서 평소와 달리 조신하게 굴면서 열연을 펼칠 때... 모두가 어이없어하면서도 감탄하는 그 순간이 진짜 극장 내 다들 웃음보가...,하고 싶은 거 다 해,2023.09.29.
잡다 짤,일본식 괴담 주유소 직원 인상이 너무 안좋아서 ㅠㅠ 갑분싸 이덕화 저 시대는 차급 따윈 상관없이 차가 있다는 것 그 자체만으로 잘사는 집안 취급을 받았을 시절이니 토요타 크라운을 타고 다닌 이주일과 벤츠를 탄 조용필이 얼마나 잘나가는 연예인인지 가늠이 가능하다....,Heaven's Feel,2023.09.29.
결혼식 사회 봐보셨던분 있나요...?!,하흐 추석때 친구 만났는데 ... 사회봐달라구 하는뎁 ㅜㅜ 찾아보니 쉽지가 않네요... 꿀팁 부탁드려도될가요?! 일단 대본은 쓰려합니다!,"브랜디드 [도메스틱, 디자이너, 자체제작 브랜드 패션 카페]",2023.09.29.
전역 -52일 2023.05 ~,1급아니었으면 갑분싸였는데 다행히 다 1급 ㅋㅋㅋㅋㅋㅋㅋㅋ 수고했다 한국사 후기: 생각보다 공부 개많이 해야 되고.. 공부기간은 2~3주가 적당한거 같음. 난 하루 2시간씩 한 달 했는데 너무 길었음. 막 먹기 보이면 걍 다 먹기 조교 아니랄까봐 빨간모자 패밀리랜드 카라반...,moon,2023.09.29.
"""갑분싸 만드는 사람"" _ 사회적 의사소통 장애","-언어 발달지연으로 인한 우정 및 관계를 만들고 유지하는데 어려움 © CoolPubilcDomains, 출처 OGQ 사회적 의사소통이 부족할 경우 갑분싸 유발하고, 낄끼빠빠 못하는 ‘사회적 의사소통장애’ (hidoc.co.kr) 소속에서의 소통을 하게 되면서 적응을 해야 하는 기준이 과거와는...",현대인,2023.09.29.
콜라식구 계곡으로 나들이 나왔어요~,이제 물이 좀 차가울텐데 계곡물 들어가더니 갑분싸 목욕파티도 하구요 배고프면 가서 맘마도 찾아먹구요 혼자서도 알아서 잘노는~~~~ 예쁜 콜라랍니다 미호언니도 신났네요 알차고 행복한 연휴 되셔요~~~~,"앵사모 - 앵무새를 사랑하는 모임, 반려조 이야기",2023.09.29.
[드레스 투어] 본식 드레스 투어 고려 사항,"보고 갑분싸..) 11) 메이크업(메이크업 진하게 하세요! 조명이 밝아서 눈에 잘 안 담겨요~) (싹 다 날려버려~ 이중턱~) 여기 드레스 투어 도안 첨부 드려요~ 첨부파일 드레스투어 도안.pdf 여기까지 ""본식 드레스 투어"" 준비 및 고려 사항 이야기해 봤는데요~ 위 사항들을...",나는 낭만 뚀냥이,2023.09.29.
"추석 잔소리 대처법, 속성 강의!","말하는 당사자는 물론이고 듣는 사람도, 그리고 주변의 친지들에게도 그야말로 갑분싸의 분위기를 제공하니,,, 모두가 있는 곳에서 이런 행동은 자제해 주셨으면 좋겠어요..! 대신 유쾌하게 반응하며 넘어가는 방법을 추천드려요. 상대방이 어떤 말을 하든 여러분이 그렇게...",사랑이 부족할 때 ❤,2023.09.29.
