제목,내용,게시자,게시날짜
2023 김동률 Melody 콘서트 후기 (1007 첫콘 & 1015 막콘) :: 끝나지 않을 이야기,다른 사람이 하면 뭔가 갑분싸 될 거 같은.. *. 토크 너무 힘들다면서 1부에 오면 안 되고 2부에 와야했다고 말했는데.. 막콘 때 듣기에는 편하죠? 노래방에서 세트 리스트대로 불러보세요 한 거 개웃겼음... 근데 률은 힘들겠지만 듣는 나는 너무 좋음ㅋㅋ 나는 노래방에서 한...,끝나지 않을 이야기 :: 끝나지 않을 이야기,4주 전
은가누 퓨리 경기 끝나고 퓨리하고 우식 둘다 얼굴 굳었음,퓨리도 뭔가 이건 아닌데 내가 진거 같은데 쪽팔리네 이런 느낌으로 풀죽었고 우식도 어 시발 이게 아닌데 졸라 애매하네 지금 분위기에 도발하기도 애매하네 이런 느낌 원래 우식이랑 붙는거 발표전 은가누를 떡밥으로 먹을려다 오히려 떡밥한테 먹혀서 갑분싸 된 분위기,"[앤디훅 이종격투기]UFC,헬스,종합격투기,주짓수,MMA,로드FC",4주 전
[10박 11일 일본 후쿠오카 여행] 다자이후 오호리공원 very fun해서 I am 행복이에요 (3-4일차),일요일 오전부터 혈육 만나서 다자이후 가기로함 사실 다자이후는 1월에도 가려고 했었는데 비가와서 취소하고 못갔던 곳 사람 없을 평일에 가고 싶었는데 혈육은 출근을 해야하므로 일요일에 갔다 텐진역에서 다자이후까지 420엔 한번 환승해야 하는데 약간 헷갈리게...,Mi preciado tesoro,4주 전
#37,신메뉴 시식단 바람 너므 심하신 거 아니세요 앞에 손님 계셨는데 갑자기 와르르 맨션 되서 10초 갑분싸였음 약간 화난 직장 상사 같다 뿝 진ㅋ자 재밌다.... 회도 못 먹는 사람들이 말여 소풍 왔어요 편하게 먹으라고 하나하나 까주는 디제이 스윗해 진짜...,⠀⠀nothingspecial,4주 전
이 좋은 분위기에 제가 몸 ㄱㄹㄹ하면 갑분싸 되겠뎌?,"힝구르,,, 눈나들 멈추세료",●디젤매니아● 대한민국 일등 패션 커뮤니티 디매인 DMAIN,4주 전
"231028 뮤지컬 벤허 후기 (박은태, 서경수, 최지혜, 홍경수, 류수화)",https://youtu.be/jD2HlHXpRAk?si=iRDS9GPGrwueUS_N 살아있으니까는 진짜 넘버는 좋은데 진짜 극 흐름에 하나도 안맞고 분위기 파악 못하는 갑분싸 넘버다 이전에 있던 살아야해 가 백배 천배 극에 잘 어울린다 이 넘버를 바꾼 게엠케이는 반성해라 그럼에도 불구하고 박은태의...,잡덕의 공연 일기,4주 전
걱정인형,갑분싸 될 뻔 다행히 필름만 깨졌대요 휴~ 마리아드? 미리아드? 어케읽나요 미리아드 라네요 와 뺑스위스 맛띤놈임..... 블로거 님 추천으로 시킨 건데 개쩔더라고요 철들기 싫다! 우린 아직 응애다! 좀만 있으면 전세가 어쩌고~ 결혼 어쩌고~ 할 텐데 그러기 싫다는 말을...,쩝쩝박사 단박사,4주 전
10월 마지막 밤을,오빠들 다 갑분싸됨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데 나는 귀산 가고싶었따 핑크뮬리&메밀꽃 진주유등축제 현주와 햇빛을 이겨내며 꽃 구경 마치고 혜은 기다릴겸 카페 휴식 ♀️ 용 움직이면서 불 쏘는데 작년엔 놀래서 아빠한테 안겼는데 이번엔 안놀라고 주위...,As it is,4주 전
"판(현석준,김지훈,김지혜,송영미,류경환,임소라,최영석)싱어롱데이",티켓팅때 참고 해야지 평소라면 앞열 이어도 안갔을 자린데 만원 바우처 땜에 앉았다 싱어롱 마지막날 내가 본 싱어롱 3회차 중 가장 싱어롱 다운 날이었다 D열 호응이 꽤 좋았는데 즉흥연기 주제 정할때 지들만 알수 있는 얘길 해서 오죽하면 액이가 도와주세요 라고...,내맘대로 관극일기,4주 전
"D+141 루브르 한식당 고운, 파리지앵과 작별인사, 파리 지하철 주의사항","A French slut 파리 식물원에서는 나무 타며 꺄르르 놀고 있는 아기들보고 ""너네가 지금 나무 다 죽이고 있는거야"" 얼른 썩 나오라며 갑분싸 만들기도 해서 가끔씩은 창피하기도 하다. 제 멋대로의 재수없는 또라이같지만, 이래봬도 명문대 의대생이라는 반전매력까지.....",편한쥐의 업적 레퍼토리,4주 전
[홋카이도] 노보리베츠 온천 맨날 가구싶따,갑분싸가 될 수 있자나? 엄마가 엄청 속상해해가지고 나랑 이모는 괜찮아~ 그냥 먹자~ 이랬단 말임 근데 ㄹㅇ 뷔페가 개.허접인거임 그래서 그냥 다같이 아~ 이건 아쉬울 만 하다 이건 인정이다 이랬어… 이번 여행 중에 유일하게 맛없었던 식사였음.. 암튼 가와세키를 꼬옥...,Reminiscence,4주 전
똥겜 냄새나지만 똥겜이 아닌 겜! 언에픽!(UNEPIC),"캐슬베니아류 게임!!? 메트로바니아 류의 게임?!! 이라고 보면 됩니다! -게임소개- 다니엘은 그냥 평범한 남자였어요. 그는 훌륭한 비디오 게임 플레이어였고, 공상 과학 영화의 열렬한 팬이었고, 초보 RPG 플레이어였어요. RPG 도중에, 그는 성으로 이동되었어요....",풍월량 공식 팬카페,4주 전
"10월의 일상 (괴산 문광저수지, 행복이음길, 윤우나기, 호랑이막걸리, 우가와 첫상봉)","있어서 갑분싸 장면 목격하면서 머금,, 켁 개방형의 특이한 카페에서 커피수혈 태화강 너무 오랜만이야!! 여전히 좋구먼 또 오랜만에 락앤락팸 만나러 서울 할로윈 불금이라 사람 터져.. 근데 작년 이태원 참사 때문인지 경찰들두 엄~청 많았음 종로 포차 가려구했으나...",⊰⊰✿,4주 전
여수게장맛집 낭만항 _ 불꽃축제 팡!팡!팡!,착합니다 오늘의 하이라이트 여수불꽃축제 처음 보는데 이쁘다~ 수많은 인파가 이곳으로 모인 이유를 알겠네요! 갑분싸 폭죽과 환경호로몬 상관관계 말하다가 혼남 초쳐서 ✊️ 혼났어요 [오늘의 논쟁거리] 혼날만 했다 vs 과했다. -결론- 여수 불꽃 축체는 낭만이다.,찌노의 cctv,4주 전
이화여대 사회과교육과 역사교육전공 면접 후기,면접장 분위기는 생각보다 압박면접 하거나 갑분싸 오거나 그러지 않음요 면접관님들께서 긴장하지 말라 하시고 제 말에 잘 웃어주심... 끝나면 바로 집 가시면 됩니당 면접 보고 나온 당시엔 갑분싸 안오고 다 대답한 거만으로 만족했는데 시간이 지날수록 아쉬워요 ㅠㅠㅠ...,수만휘-수능날만점시험지를휘날리자★수능공부수시정시편입,4주 전
"스페인 포르투갈 30일, 2023 (12): 마시고 놀며 리스본에서 5박 6일 part.2",일요일이니까~ 어쩌구 갑분싸 .. 그거 아니락오!!! 언어의 장벽ㅠ 우람 오늘도 날씨 좋음 오늘은 며칠 전 저녁 같이 먹은 친구와 점심 같이 먹고 리스본 미식투어를 함께하기로 했다 만나자마자 에타 한번 먹어주고 @Fábrica da Nata - Pastéis de Nata 맛있었음 이거 체인점이야...,1,4주 전
조승연의 가수인생 계속되길,"공개했는데 갑분싸됨,, 막 괜찮다고도 안해줌 ♀️: 아,,,,(약 3초간의 정적) 얘들아,,? 괜찮다고 해라 사진 찍는데 4명이서 셔터를 0.1초에 한번씩 누름 각도만 다른 똑같은 사진 500장 백현 홈만줄 알았어 이제부터 장난으로 갔는데 우즈한테 진심된 썰 시작 저 우즈 콘서트...",blog,4주 전
이재율하고 지독하게 엮이고 싶다 9월 셋째주,며칠 전부터 간짜장이 너무너무 먹고 싶어서 노포 맛집 왔는데 5-60대 아저씨들로 만석인데 제 복장으로 들어가면 갑분싸일 거 같아서 런했어요.. 진짜 농담아니라 몇년만에 먹는 서브웨이 나는 서브웨이 클럽 제일 죠아함 ㅎ 피클빼꼬 렌치 스위트칠리 요로케 ㅎ 빵은...,아직 미정,4주 전
홍대 양식 맛집 빌라 더 다이닝 #데이트,깊은 크림맛이다~ 그리고 디저트로 나온 크렘부륄레 디저트~ 위에는 카라멜라이징한 톡톡한 설탕벽~ 갑분싸 탕후루가 생각난다. (탕후루가 유행은 유행인듯) 톡톡~ 깨먹어야하는데~ 톡톡~ 여보세요~~ ㅋㅋ 톡톡 두드려서~ 부드러운 에그타르트 느낌~ 마지막으로 디저트까지...,먹쟁이토마토 해삐~,4주 전
캠핑일기,^ ^ 지금 약간 엿됌의 조짐이 보이기 시작했기 때문 ㅋ 또 이러고 있네 대만아이들의 캠핑에 내가 껴서 갑분싸 될까봐 이번주 정말 마음이 복잡했지만 생각보다 무난무난 스무스하게 잘 흘러간 것 같다 생각보다 너무 힐링타임을 보내게 되어 좋았다 하지만 다음부턴 절대.....,유진블로그,4주 전
23-7,신청했더니 갑분싸되구…(ㅆㅂㅠㅠ) 다른 테이블에서 아이콘 뮤비 보고 헐!나도그뭔씹틀어야겟당!! 하시고 앙스타 뮤비트심 이런시x.ㅠㅠ 전국을 제패했던 킹랑을했다 보유그룹 아이콘은 어쩌다 이렇게 되었는가… 7/30 알바 끝나구 시연이랑 지원이랑 은사에서...,Moncher,4주 전
"돌싱글즈4 13화 리뷰 후기: 리키 하림, 최종커플 현커일까?","갑분싸 ㅋㅋㅋㅋ 보면 항상 스타벅스 라떼 마시고 있는 하림 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 최애 메뉴인가봐요ㅠ 하림은 조용하고 너무 차분한 리키보단 찌릿한 감정을 주는 리키였으면 좋겠고, 리키는 이런 조용한 시간이 필요하고. 둘은 최종선택 꼭 안 할 것 같아 보였는데...",젠젠의 방송 리뷰 일기장,4주 전
"안되면 어때, 다시 시작해",근데 옆 테이블이 큰 소리로 우정집이 더 맛있는데 이거 맛없더 진짜 이럼 이래서 순간 매장이 갑분싸였던… 근데 웃긴 건 저러고 계란탕 시킴 뭐지? 벽에 붙어있던 수많은 싸인 중 내 눈에 보인 싸인 하나 어…? 그 이준석…? 그 이준석이 맞는지 아시는 분 댓글로...,They lived happily ever after,4주 전
#2023년 4분기 내 취향 애니메이션 4화 감상 #미기와 다리 #카모노하시 론의 금단추리 #파라독스 라이브...,"애니로그 #2023년 4분기 내 취향 애니메이션 4화 감상 #미기와 다리 #카모노하시 론의 금단추리 #파라독스 라이브 #새로운 상사는 귀여운 허당 #유즈키네 사형제 미기와 다리 1990년 2월, 코베시 키타구 오리곤 마을. 아동보호시설에서 지내던 쌍둥이 소년 미기와 다리는 어느 날...",":) 안녕, 어서오세요 ♪",4주 전
I am 복세편살이에요~,안냥요 정서인입니다 수능 전 마지막 블로그… 가보겠습니다 짠 요새 빠진 퍼즐 미츠미 시마… 영원하라… 요새는 사랑이 추천으로 주술회전을 보고 잇는데요 일단 제 픽입니다 메구미나의얼천… 이 장면 너무 귀여워서 캡쳐 갈겼는데 생각해보니 이타도리 생각으로 ...,xeoini,4주 전
23년 8월(2),없었으면 갑분싸였을듯..ㅋㅋㅋㅋㅋ 첨에 뭔지 적응하느라 시간 다 날렸는데 다시 하면 빨리 통과할 수 있을 것 같다 ^^ 여기 싸고 양 엄청 많음 거의 밥 한끼급 음료에 스티커 붙여져있는데 어이없어서 찍음 ㅎ.ㅎ 꽤 정확하다 0831 목 점심 계란볶음밥 먹고 세미나 간 날...,.,4주 전
내 인생 27년 살면서 가장 기억에 남는것들..,"2010.05- 속초 사는 병화라는 애랑 연애하기 시작했음 ㅋ 근데 2012년에 최종적으로 파탄남 ㅋ 2010.05.15-사촌 누나들이랑 롯데월드. 이때부터 스릴 있는 놀이기구 도전, 자이로스윙/아트란티스 첫 탑승! 2011.08.13~08.15- 내가 좋아했던 94년생 형이랑 97년생 여동생이랑 인제...",쌀미꾸리의 파란만장 모험 스토리!,4주 전
G(강현웅)M(미남)F(페스티벌)에 다녀오다,아기예수가 오늘 존나게 위험하다…..아주 심장이 벌렁벌렁버렁ㅇ벌렁 너무 좁아서 꼿꼿하게 서있었지만 넓었다면 난 그대로 쓰러져서 왛왈이들한테 밟혔을 것이다 헤이 무새가 되…..내버려 노래방에서 부르고 혼자갔는데도 돼서 내버려랑 거리두기 하고 있었는데...,얼레벌레몬,4주 전
부름부름 대행사 5회 MZ이장 대행&성강의 대행 231028,대행사 5-8] 맵다 매워♨ 꽈추형 공식(?) 질문에 정신 혼미해진 미래소년ㅋㅋ [부름부름 대행사 최종회 예고편 (60초 ver.)] 꽈추형이 알려주는 두 번째 성 강의 [부름부름 대행사 5-9] [미공개] (머쓱 주의) 이승훈-미미의 밑도 끝도 없는 드립에 온~ 동네 ㅋㅋㅋ,라끄의 TV기록,4주 전
서울예대 방영과 크리에이터 전공 후기(개그맨시험아님),"""그래"" ?(당황의 최고조를 달림 내가 무슨 말을 한건가 싶음 여기서 저스디스의 랩을 한다면 정말 갑분싸가 올 것 같았음) 세상. 사람들은. 말하지~ yo~ (**그냥 이젠 입이 마음대로 움직임) (교수님들 표정은 볼 수도 없이 나는 그저 아래를 보고 몸을 둠칫거림) 나는. 지금. 랩을...",창작공방 [실기+논술] (영화과·문창과·극작과·인문논술),4주 전
이거 섹드립이지....?,썸남인데 가끔 섹드립 치는걸 들었거든... 그래서 좀 더 혹시...? 하는 느낌 드는걸지도 가린건 내 이름.... 이거..ㅋㅋ.. 섹드립 맞는거지......? +이후 대화...,제5인격 공식 카페,4주 전
요새 문과나옴 아사하고 이과나옴 과로사하나요?,문과나옴 어디에 취직하나요??,클린노원맘스토리,4주 전
악플사양.·˖*·⑅♡,잘해서ㅋㅋㄱㅋㅋㅋㅋ우리반 갑분싸될까바 도망가려고 햇는데ㅜㅡ 그래도 다들 웃어줘서 다행이야 나 이거 다른반 보는데 눈물났어ㅜㅠ 마지막날 너무 추웟어 헤헤헤헤헤헤헤헤ㅔㅎ헤헤헤ㅔ헿헤헤헤아쓰기개귀찬아‘!!!!!!!!!김시윤은왜벌써쓴거야? 이뻣는데 바람이 너무...,맛잇는별.·˖*·⑅☆,4주 전
서울예대 방영과 후기,"""그래"" ?(당황의 최고조를 달림 내가 무슨 말을 한건가 싶음 여기서 저스디스의 랩을 한다면 정말 갑분싸가 올 것 같았음) 세상. 사람들은. 말하지~ yo~ (**그냥 이젠 입이 마음대로 움직임) (교수님들 표정은 볼 수도 없이 나는 그저 아래를 보고 몸을 둠칫거림) 나는. 지금. 랩을...",헛소리와 감성,4주 전
ㅇ..우당탕타타탕 10월,"ㄹㅇ 갑분싸 각이었는데 태훈이랑 민지가 넘 잘 풀어줌.. ㄱㅅ 형 미안 의도한 건 아니었어… 다음엔 옷 말고 얼굴로 쏟을게… 입 잘 벌리규 있어바…ㅎㅎ,,, 애들이 사먹으라고 하나씩 챙겨줬는데 아무것도 못쓰고 온… 허허,, _10.15 누구세요? … 어카냐 쟤 성민이...",Feel So High ◡̈,4주 전
[민법] 5-1. 법률행위의 종류 / 해석,"갑분싸가 되는 겁니다. ㅋㅋㅋㅋㅋ 둘 다 '엔' 단위로 이해하였을 것이므로, '엔'으로 해석하는 것을 '자연적 해석'이라고 하는 거에요. 갑자기 이로하스 마시고 싶네요. 다음으로 규범적 해석이 있어요. 규범적 해석은 자연적 해석이 행하여질 수 없는 경우에 행하여집니다. 이...",Utopia,4주 전
동네 남타커 고민,제 기준으로 동네 커피 맛집이 있어요 저희 가게랑 100미터도 안될 것 같은데 그 사장님네 가게는 늘 바쁘신 것 같아요 커피값도 싸진 않지만 전문적인 카페구나 가 확 느껴지거든요 문제는 제가 그 카페 커피가 맛있어서 일주일에 한 번 또는 어짜다 두 번씩 다니거든요...,프로페셔널 바리스타 스튜디오 by GCC커피작업실,4주 전
26,"1943 갑분싸 1943,,,,, 나트륨 덩어리들 출근하는줄 ... 아침 결혼식이라서 일찍 일어났다 ㅜ 후... 10월은 결혼식 천지 ^~^ 뷔페 머거주고요.. 쌀국수로 해장 즹나 했당 홍이 반구동 씹맛집 홍이 !!! 다들 꼭 가세용 ㅈㄴ 마싯어용 양념은 밥이랑 ~~!! 지극정성 ver.1 오빠도 15로...",⋆˚₊ ♥ ⁺˚⋆,4주 전
연공전 때 사이퍼 하나 기획할려고 했었는데...,"인턴이었다가 아카데미 안되신 분들끼리 모아서 퇴학생사이퍼 같은거 만드는게 문제있을까요? 굳이 따지자면 올해 왁형 방송에서 있었던 일이고, 아카데미와 관련 있어서.. 게다가 특히 올해는 아카데미의 성장을 위해 집중적으로 조명을 받던 해라서 이번이 아니면...",왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,4주 전
엄마 저는 커서 붕어빵 장인이 될래요,재민쓰 상당히 마상입음...ㅜㅜ 단체로 듣고 갑분싸... 아니 그 은근히 돌려까는거 있잖아 뭐랬는지 기억도 안나네 진짜 나는 상대를 존중하는데... 저새ㄲ... 하 친구들은 자격지심 부린거라고 생각하라는데 아니 아무리 그래도 쉬벌 말을 왜 그렇게해?ㅔ 품위유지의무고 뭐고...,Anti-fragile,4주 전
갑분싸,"생각없는 아저씨들이... 회사 주변 들판에서 밥해묵다 불내서... 불끄고 왔습니다... 연습장오믄서,,, 밥 묵는걸 깜빡해서.. 연습장 근처 돌아보니... 밥집이... 주말이라 문닫... 환장합니다... 대학교 근처라 주말에 안한데요... 그래서 편의점... 주말 토욜에 이기 먼일일까여...",클럽카메론,4주 전
샤오미 14 긱벤치를 보니,"디바이스, 알뜰폰, 해외직구 관련 주제는 해당 포럼에 등록해주세요. 아직까지 안드로이드폰은 아이폰의 CPU 성능을 따라잡으려면 멀었나 봅니다. 싱글코어 기준으로 A17 프로는 커녕 A15 바이오닉도 제대로 못 이기네요. 안드로이드 사용자로서 아쉽습니다.","샤오미스토리 - 테크, 가성비, 알뜰폰, 해외직구",4주 전
BTS정국과 챌린지하면 안되는이유..,"어느그룹에 갔다놔도 센터상, 자연스럽게 멤버로 멜팅 ㅎㅎ 걸그룹들이 보이지가 않을정도로 걸그룹 춤,,소화력 만랩 뭐하나 빠지는게 없는, 해외 어디애 내놔도 뿌듯한 대한민국 가수",소울댁,4주 전
"[포로 인스타] 큰 승점 3점, 주말 잘보내세요 팬여러분",https://www.instagram.com/p/Cy6uSCDKgmH/?igshid=MTc4MmM1YmI2Ng==,The Lilywhites : 토트넘 핫스퍼,4주 전
(재업) 스컬루뽑기 일지,제발.. 20트 너무해..너무해.. ♥︎ 21트 ♥︎ 레이님!!!! 어서오세요!!!!!!!!!! 스컬루를 얻으려다 첫 별이 떳어요... 사랑해 레이야 어서 이 할미에게 오렴~ 22트 ? 갑분싸 ★ 23 트 ★ 떳습니다!!!!!!!!!!!@!@ 오래기다렷다..응..? 다행이야..정말..다행이야... - 완 -,'우파루 오딧세이' 대표 카페,4주 전
엘레바또 웨딩촬영 예복 대여 솔직 후기.. 흐음..,"하고 옷 갈아입고 나왔는데 갑분싸;; 오빠가 그냥 찍자 했지만, 다들 나중에 후회하느니 전화하는게 맞다고 하셔서 전화하니 퀵으로 보내주셨다 후 아무튼 계속해서.. 웨딩촬영 때 입었던 대여정장 사진을 쫌 나열해보자면..! 사실 정장 자체는 사진촬영 할때 깔끔하니 다들...",파워없는 블로그,4주 전
1월여행 수영복 질문이요!,괜히 혼자 갑분싸일까봐 걱정되서 질문 남깁니다. 댓글 주시면 감사하겠습니다~!!! 아!!! 그리고 스노우쿨링 같은건 그냥 자유롭게 해도 되는거죠? 도시락이나 스낵 같은거 싸가서 먹어도 되나요? 혹시 해변가에 음식 반입이 안되려나 싶어서요. 궁금한게 너무 많네요ㅠㅠ,머뭄 호주여행 & 뉴질랜드 여행,4주 전
쏘울푸드 육회먹고 좋아하는 동네 걷기.. 가을이었다..,"살짝 갑분싸였으나 놀자놀자 해서 우리집에 노트북 떤져놓고 놀러간 날! 가을이햐~~~ 인사동 쪽에 내려서 포장마차 있는거리로! 길거리음식 하나 먹어야겠다 했는데, 회오리 감자가 번뜩! 생각났다. 야구장에서 먹고 대실망했었어서.. 제대로된 회오리 감자가 먹고싶었어.....",진하의 방,4주 전
이제야 올리는 내 7-8월,누가 노잼이래(?) 진짜 웃음벨 언니랑 수민이랑 여행 계획 짜다가 빠지 얘기 나왔는데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ켘 우리끼리 가면 갑분싸 될 거 라먄사 전수민이 사진 보냈는데ㅜㅠㅜㅠ 3명이서 가면 문신한 사람들이랑...,다희,4주 전
로스쿨 인간관계론 3 (로스쿨 사람들과 친해지는 방법 2),"(8) 이번에는 제 로스쿨 경험담을 들려드리겠습니다. 저는 로스쿨 1학년 재학 중의 반수와 휴학 후의 반수를 모두 실패하고, 2019년 경희로에 2학년 1학기로 복학하였습니다. 반수에 실패하리라는 생각은 전혀 하지 않았기에 견디기가 무척 힘들었습니다. 학교에서 표정 관리는...",김민찬 변호사의 법 이야기,4주 전
프로레슬링 경기중 갑분싸 레전드,https://youtu.be/e2M1jxhIQPE?si=t5rO9y79rV6NgonK 아니 이게 뭐임 ㅋㅋㅋㅋㅋㅋㅋㅋ,허니하이브 [허니츄러스 팬카페],4주 전
로스쿨 인간관계론 3 (로스쿨 사람들과 친해지는 방법 1),"박보검과 차은우의 위 행동을 제가 그대로 따라 한다면, ‘갑분싸’는 기본이고 평생 일을 하지 않아도 먹고 살 수 있을 정도로 수십만 개의 악플이 달릴 것입니다. 저는 그야말로 걸어 다니는 로또가 되겠네요. 행동이 아닌, 유머나 드립도 마찬가지입니다. 탁재훈과 같은...",김민찬 변호사의 법 이야기,4주 전
술을 먹으면 기분이 조크든요(긴글주의),이 한마디에 갑분싸 인성이 외출중이신듯 뒤지는 술상 편견없는 안주가 포인트임 룽지 첫만남 졸귀야 너어 어이 가란 고양이 ~ 숨느라 혼자 졸라 바쁨 수민이의 눈물없이 들을 수 없는 이야기 ㅇㅈㄹ (기억안남) 됐고 다들 허리 좀 피시길 졸라 만취한 상태로 하숙범 빙의...,좋댓이많,4주 전
좋았던 화장품 공유해요~ 저렴이들!! (내돈내산),(모공은 mts추천) 진짜 수분감 쩔어~ 웰라쥬꺼 수분앰플쓰는데 그거랑은 다른 느낌의 수분감~ 4통째 사용중 바르면 시원한게 여름에 추천 열감 내려줌 재구매각각각 갑분싸 뷰러 ㅋㅋ 저는 시세이도만 쓰는데...어디갔니?!?! 두개 있는데 못찼아서 올영에서 아무거나 샀는데...,카페 파우더룸 [ 화장품.뷰티.쇼핑.일상 ],4주 전
갑분싸,ㅋㅋㄸ,◆싼타페 풀체인지 [싼타페 MX5 오너스] 하이브리드 가격 출시일,4주 전
남자 intp는 남편으로써 최악인듯..,"엠비티아이 나와서 써본당 여자는 괜찮은데 남자 intp는 디게 찌질하고 커뮤하고 혼자만의 시간중시하고 계획성없고 와이프 관심도 없고 챙기는것도 없고 사회성도 떨어지는데 이상한짓 하고 남편으로써 최악인듯(내남편이 intp) 결혼준비, 출산준비 다 안챙길 가능성...",소울댁,4주 전
조언 좀 부탁드립니다..(연봉과 관련한),"(침묵침묵 갑분싸ㅜ) 일단 알겠다. 우린 수습기간이 3개월이고 그 동안은 급여의 80%를 지급한다. 수습기간은 본인 역량에 따라 짧아질 수 있다. 나 : 알았다 그래서 결론적으로는 돈 얼마 줄게! 하고 정해진 게 아니라, 월요일 출근하여 근로계약서를 작성하며 확인해봐야 할...",직장인 탐구생활,4주 전
진지하게 고민 인데 이거 가야할까?,"나 일 끝나고 온거고 피곤해도 안자고 놀고있는건데 "" 이랬는데 "" 담부터 이런거 잡으면 안올랜다 "" 라고 말했엇음 근데 11월 생일자 많다고 파티룸 잡고 가자하는데 이거 그냥 전에 놀자 해놓고 퍼질러 자고 시마이 치던 얘들 땜에 가기 싫다 말하면 톡방 바로 대나?",리그오브레전드 한국커뮤니티 - LoLKor,2023.10.26.
솔직하게 듀트 안하는 이유가,""" 라는 불신의 씨앗이 자람 지면 화목했던 분위기 바로 갑분싸고 이겨도 똥쌌으면 발언권 없음 물론 "" 죄송해요 못했네요 ㅎㅎ, 괜찮아요 ㅎㅎ"" 이러면서 억지 훈훈하려고는 하는데 솔직히 그 분위기 다들 알잖음 ㅋㅋㅋㅋ 하이라이트는 똥싼놈이 또 똥싸는거 ㅋㅋ 이거는...",모바일 레전드 : Bang Bang,2023.10.26.
한전 AMI 사업,"시드생겨서 갑분싸 들떠서 여기저기 탈탈 털리지말고 감~은 유지할수있도록 꾸준히 해보는거 추천함 아니면 종목중에 사악한년들 룸빵,탈레반,리버,뮤탈,제크,베트남 이런거 엑셀매매 풀고배 타점 잡아보는거 한번 해보길 꾸준히하면 수익과는 상관없지만 흐름은 대충...",박호두 코인 커뮤니티 (비트코인/바이비트/업비트/바이낸스),2023.10.26.
외국에 LILPA 라는 단체가 있어서 릴이봤에 올리려고 했는데 모시깽해서 컷했어요 ㅋㅋㅋ,엄..,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,2023.10.26.
<차별> #091,어릴 적 밥상에선 계란후라이가 귀했다. 아버지와 남동생의 밥그릇에만 있던 그것이 지금까지도 마음에 상처로 남아 있다. 할머니와 아버지의 차별은 장난감도 학원도 좋은 것은 모두 남동생의 몫이었고 나는 부러운 마음을 눌러야했다. 세월이 흐르는 동안 자식으로써...,남인숙 작가 공식카페 어른성장학교,2023.10.26.
개쌉씹쌉 아싸 친구 농담 칠 때마다 조용해진다,단체로 갑분싸 만드네 대충 반응이 -a가갑자기 뜬금없이 노잼드립 침- 반응 안함- 반응 안하니까 일단 친구 부름 - 드립치는데 b친구가 이해 못 함 드립 치는거 설명함 참고로 설명이 필요한 드립은 실패한거다 더해서 드립치는 친구는 항상 드립만치면 를 만들거나...,페이트/그랜드 오더,2023.10.25.
필리핀 외노자입니다 슈퍼주니어 은혁님 만남,하로맨님이라면 분명 유쾌하다고 생각하면서 실제론 갑분싸 되는 '그 질문'을 하셨겠죠/? 은혁님 귀국전에 사진한방 해외에서도 천안함 모자 쓰구있습니다 애국심 인정? 영화배우 강소라님과는 사진을 못찍었어요 흑흑 쨌든 사진 업로드 허락받았읍니다 ^^,하로맨 공식 커뮤니티 ●하로갤●,2023.10.25.
아이젠훗 호텔 (Eisenhut Hotel) 할인받고 예약하는 방법 공유!,"목소리크게따져야할거같아요 사례에서봐서 저는 바로 따져서 조치받았는데 무조건예약내역없다고말을시작하는거같네요 직원별로친절하지않았고 이돈으로이런방컨디션에서이틀이나잤다니 이불킥에 갑분싸네요 ☞ 실시간 리뷰 전체보기 ☜ 자유여행을 가족,친구...",호텔 제값주고 결제 안하기,2023.10.25.
"10월25일 수요일/러블리justin_3차/지금 급하게 집 팔고 있다. 집값 진짜 무서운 게 옵니다-1부.(김작가TV,23.10.24)",●지금 부동산 시장의 분위기는 갑분싸이다. 갑자기 분위기 싸아~ ●서울의 경우 매도자가 23년 8월 13일자로 방향을 틀었고 매도자는 많아지고 있고 사자세는 줄어들고 있어요. 서울의 수급상황 ●세종의 경우에도 팔자세가 늘어나고 있고 매수세가 줄어들고 있으며 거의...,"리치고AI (부동산은 리치고, 연금은 프리즘)",2023.10.25.
넷카마의 추억,만약에 만나고 싶으면 다쳐서 피철철 흘리면서 실려오면 만날지도 모른다는 황당한 소리까지 늘어놔서 다들 순간 갑분싸.... 길원들 만날 시간은 없고.. 게임할 시간은 넘쳐나고... ㅋㅋㅋ 이쯤되면 거의 본인이 '넷카마'란걸 인정한거나 다름이 없었고 관련건으로...,구닥동,2023.10.25.
갑분싸,ㅋㅋㄸ,◆싼타페 풀체인지 [싼타페 MX5 오너스] 하이브리드 가격 출시일,2023.10.25.
실적볼때 eps랑 rev만 보고 판단하지 마세요(feat 구글),중요합니다 오늘 엔솔같은거 보면 실적 좋았지만 내년 전기차성장률 올해에 비해 많이 떨어질거라 해서 갑분싸 만들어버렸죠 아마 테슬라에도 영향있을듯 가끔 댓글보면 어닝 서프라는 표현 남발하시는 분들 있던데 서프는 그렇게 쉽게 사용할 수 있는 단어가 아닙니다,미국 주식이 미래다,2023.10.25.
