제목,내용,게시자,게시날짜
10월 월간일기 운빨로맨스 / 익선동술집 / 홍대데이트 / 군인 남자친구 외출,"월간일기는 처음이네요 ,, 이번 달 역대급 P의 기운으로 주간일기를 생략하고 꼴리는 날만 일기 써보겠다구 ～ 10월 1일 홍요이와의 데뚜 홍요이 10분 지각해서 기다림 ..^^ 어떤 벌을 내릴까 고민 중에 요이가 왔는데 애가 얼굴에 빛을 킨 것처럼 좀 (많이) 예뻐서 봐줌 발사믹...",똥개의 Blog •ܫ•,4주 전
2023. 02. 23 부산 송도여행 2일차,감성샷 어쩔티비 이건 내 인생샷이었다 감사 한예원 구라 안치고 여기서 사진만 300장 찍은 듯 역시 100장은 찍어야 한두장 건짐 여기... 여튼 여기서 한참 산책하다가 빵지순례길로 순롓길 떠남 빵도 2개 사왔는데 사진없음 이렇게 오늘 하루를 적당히 마무리하고...,구루한 일상,4주 전
해달라고해서 하는 100문답,좋아하는 TV 프로그램 런닝맨/대탈출 82. 사랑하는 사람 이거보고잇는 너❤️❤️❤️ 여기까지온다는거 쉽지않아 83. 백만 원 생기면... 내가 자주 쓰는 말 어쩔티비크크루삥뿡 아니 근데 진짜 94. 내가 좋아하는 공간 우리집 95. 여행 간다면 가고 싶은 지역/나라 이거도...,애들다해서 나도해보는거지롱,4주 전
2023. 02. 22 부산 송도여행 1일차,어쩔티비 반박 시 내가 맞음 송도 해수욕장 이게 바로 숙소 바로 앞이었다구요 맨날 여기서 택시탔음 햅삐 밥 먹고 바로 해상케이블카 타러감 크리스탈 크루즈는 바닥이 유리라서 바다를 볼 수 있음 블루투스 연결도 되길래 했는데 연결하니까 도착함 ..... 바다가 에메랄드...,구루한 일상,4주 전
"지브리 개봉 영화 <그대들은 어떻게 살 것인가> 쿠키 영상 없음, 스포 있음","그리고 '미야자키 무야호의 그대들은 어쩔티비' 란 드립이 머릿속에서 사라지질 않는다. ※스포주의 영화 <그대들은 어떻게 살 것인가> 스틸컷 지브리 갬성은 이제 한국인에게도 향수를 자극하는 힘이 있다. 그림체는 '코쿠리코 언덕에서', '귀를 기울이면'의 느낌도 보인다....",모험의 한 페이지,4주 전
【내장산8봉종주】단풍후기1,"어쩔티비. 가을 밤. 작다. 귀엽다. 다람쥐 몇마리가 계속 보인다. 아이들을 위해 밤을 내려둔다. 훗. 나란 인간. 양보를 안다. 오메, 숨찬그. 잠시 쉰다. 오메, 큰 거. 특이한 나무. 오~역광. 얼굴 안보이니 멋져. ㄹㅏ고 말해준 찐친아 고맙다. 드디어 단풍!!! 귀하디 귀한 빨간...",Lifelog.Jane.,4주 전
Next time 다같이 meet하면 I am 신뢰에요~,라튤립이야 어쩔티비 구름이 양 구름이야 양띠라 양 좋아함ㅎㅋ 참새가 방앗간을 지나칠 리 있을까 '>' 짹 소품샵 들러서 필요했던 수첩이랑 볼펜 득템 예쁘게 잘 쓰겠슴니다(꾸벅) 오랜만에 재방문한 #꽁테무아 와인 가볍게 1차로 하려고 왔는데 분위기 여전히 예쁘고 와인도...,장찌 또 먹찌,4주 전
블프 대비 장바구니템,이게 다는 아니긴 한데 일단 부랴부랴 마무리해서 올려놓기 11월 장바구니로 넘어가야겠다하.. 세상엔 왜케 기여운게 많을까 내가 기여운 탓이겠지 어쩔티비 11월로 돌아올게요 안녕!!! #블프 #장바구니 #10월 #큐트소비,Je veux vivre dans mes reves,4주 전
"[230713 다낭 DAY3] 호이안 판다누스 스파, 다낭 고마트 쇼핑리스트, 다낭 목식당 예약, 콩카페 한시장점...",외국 마트만 가면 정신 못 차리고 쓸어담는데 어쩔티비 황치즈 별로 안 좋아하는데 AHH 과자 진짜 넘넘 맛있었다 그럼 난 그냥 황치즈를... 동선이 새벽뱅기 다낭-호이안-다낭이라 어쩔 수 없었지만 짐 풀고 싸고 풀고 싸고 꽤나 귀찮았다ㅋ 그래도 쪼아 나름 미케비치 뷰...,파동의 중첩,4주 전
~도쿄 시부야클럽 탐방기~TK랑 아톰♂️,"보여주던데,, 어쩔티비,, 한국어 1도 몬함,, 저도 할줄아는 일본어 문장이 하나뿐이라 귓속말로 말해줬어용 오히메사마또 욘데모 이이와 그랬더니 계속 히메라고 부르더라구여 하하하 한국에서는 공주라이팅 도쿄에서는 히메라이팅 30대는 체력이 딸리니까 빠르게 TK로...",돌돌맘의 소소한일상공간,4주 전
뭐야 내 가을 내놔요 ???:호로록,나 먹으려고 학교 온 거 같네 맞아요 어쩔티비 짜미 ㅠㅋㅋㅋㅋㅋ유니폼 입은 거 졸귀여……케이엔젤 행사 참여하고 집강드앙 여기서 자연인 찍지마라 얘들아… 오 이거 생각보다 맛있… 집와서 야무지게 밥먹기 벌써…2024 다이어리가 나오는 시즌이라고…? 믿을 수...,꒰ᐡ⸝ɞ̴̶̷ ·̮ ɞ̴̶̷⸝ᐡ꒱,4주 전
희얼사 아시나요? 뜻,"어쩌라고요 티비나보세요 이런 걸까요? 그러고는 어쩔티비 이후에 어쩔냉장고, 어쩔세탁기, 저쩔노트북 등등 아류작들이 나오기도 했어요. 정말 외계어 산조어 있어요. 쿠쿠루삥뽕 아시나요? MZ세대신조어 초등생 친구들이 많이 쓰기도 했는데요. 이것도 딱히 의미는 없어요...","누구나 책, 일상의 작가",4주 전
231027 뮤지컬 벤허 자아홉⚔️,명망있는 유대 귀족인 친구가 제 눈앞에서 자기 민족이 고통받는 걸 목격하고 착잡해하든 말든 어쩔티비 내알빠? 이거임. 벤허 가문이 아니라 그냥 유대 민족 자체를 싫어하나 싶을 정도. 보통은 나한테 불호여도 내 친구가 그에 관련있는 사람이면 굳이 면전에 대고 난 그거...,A Whole New World,4주 전
202310_내가 가을을 보내는 방법,"옛날에 드라마 보면 여주가 면접 보고 나와서 버스 정류장에서 구두 신은 다리 주무르는거 보면서 “와 진짜 힘들게 산다”라고 생각했는데 그냥 평범한 삶이었고, 나의 미래였다… 어쩔티비 그것도, 이것도 모두 나의 삶인 것을♀️ 아 짱구까지는 어떻게 해보겠는데...",하묘서니의 하루,4주 전
나 왜이렇게 알차게 살아요? (노는거 한정),어쩔티비 우와아아 이 날은 드디어 야구보러 가는 날 귀엽게 입어봤답니다 (안귀여운가?) 준플옵 가보자구 ~ 근데 나 오늘 입은 옷이랑 똑같네 헤헷콩 내가 밥 먹을 사람 없어서 밥안먹는다는 사람 꼬셔소 편의점 가기로 해놓고 쏙 빠짐 (어쩔 수 없었) 내가 너무 쓸애기 같아서...,웰껌투마이BLOG,4주 전
23.10 누아 스튜디오 원본/비욘드 더 드레스 大만족후기,이건 둘다 다른데를 보고있지만 제가 잘나왔다며 ㅁㄴ님이 좋아함 가드름 어쩔티비 ?? 하지만 이게 나라죠 잇츠미 머리도 살짝 자연스럽게 나온 느낌이 전 맘에 듭니다.... 저희 결혼해요 사진 3.. 이런것도 찍었는데 개인적으로 이 투피스는 뒷 지퍼가있어서 약간 캐주얼한...,집중맞은 도둑력,4주 전
"10월 마무리, 잘가 씨월..","어쩔티비) 암튼 문어쩌고 술집 갔는데 마감하셨다고 했다.. 네..? 11시도 안됐는데요..? 이제 쓸 사진이 없어.. 이날도 기억이 삭제됐걸랑요 스시 먹으면서도 엄청나게 빠른 스피드로 소맥을 마시고,, 이날은 정말 마니 마셨따.... 주말 통째로 다 날림 숙취로,, 주말을 이렇게...",SUMIN Blog,4주 전
23년도 서른한번째일기 (10.16-10.26),"ㅇㅈㄹ 질문하는 나 조차 킹받아 ㅠ 아 무튼 견과류조차 맛잇더라고,,,,, 누가 이렇게 몬생긴 문구세트 줘요,,,, 색깔 진짜 킹받아,, 하지만 젤 잘쓰는 나 껍데기 굽는 폼 미쳣고 근데,,, 기름봐,,, ㅜㅔㄱ 넵 그럽습니답 돼지라서 돼지바를 골랍습닙답 사진은...",it is just for me,4주 전
AUS Working Holiday 2023년 10월(~17일) 안녕 호주,"안지민: 야 사기꾼같이 생겼어 어쩔티비 . . . 저녁은 지연이랑 말로만 들었던 우마미를 가보았습니다. 호주 타코야끼는 다 냉동을 튀김기로 튀겨서 주는 것... ㅠ 그치만 그조차 소중한 호주... 그리고 그냥 그랬던 음식 ㅎ 근데 지연""언니""가 사줘서 맛있었던 것 같음 ^^ 돈...",Jini,4주 전
어쩔티비~,즐주말들 하셨나요?? 잘쉬고 왔는데... 아침에 출근하니 경리대리님이 내일 그만둔대요.. 아...이분위기 어쩔티비~~,전국 아파트/주상복합 관리자등의 모임[전아모],4주 전
덱스의 사람들,(덱 캐 당당) 그렇다고 어쩔티비 식의 막무가내 당당이 아니라 타당한 이유를 일목요연하게 말한다. 가짜 사나이 교관으로 거친 언행이 문제가 되었을 때의 해명 당당한데 타당하며 사려깊기까지 하다. 튀려고 쎈캐로 욕설을 퍼부은게 아니다. 그것이 방송일지라도 훈련은...,덱스와사람들,4주 전
중세국어 공부도 안 하고 수업도 안 들어서 좃도 몰라가지고 걍...,좃까라하고 다 찍음 어쩔티비 인생 차피 망함... 장원보내줘,제5인격 공식 카페,4주 전
얘는 고양인거같아용,찾았다 요놈~~인누와~~씻자 연행해서 씻기고 말리고 뽀송모드로 다시 이곳으로~~ 에잇 모르겠다 저도 힘들어 잠시 누워있다가 하도 조용해서 나가보니 아주 형아 이불위에서 잠에 취하셨군요. 쭈욱~~몸풀기후 비몽사몽~~엄마가 불러도 졸린건 ~~,시츄's love♡,4주 전
다시 거래량 바닥으로 가는건가? 어쩔티비ㅜㅜ,"동구 많은 아파트중 거래1건 서구 많은 아파트중 거래6건 광산구 많은 아파트중 거래6건 명절끝나고 10월은 이사철인데 거래량이 오히려 바닥으로 가네 어쩔티비ㅜㅜ 내년 대단지(금남로중흥s, 신용힐등) 입주시점과 염포, 무자, 계아, 신모 등 현재 매물이 쌓여있는상태...",광사부 내집장만하기,4주 전
[내 문해력수준 어쩔티비] 2차 수정본 (설문지 수정),설문지 목표달성 척도 추가하여 업로드합니다. 첨부파일 청춘왕 7기 정수진 - 내 문해력 수준 어쩔티비 (3차 수정안).hwp 파일 다운로드,화성시청소년수련관 대학생 서포터즈 청춘왕,4주 전
으잌ㅋㅋ 그동안 너무 추웠어서 드디어 회사 건물에 난방도 시작하겠다...,아침부터 전청조 스토킹 혐의로 검거된 거 때문에 더 흥미돋이라 땀나는 건가... 그나저나 지디 마약도 그렇고 세상이 너무 시끄럽네요 의전비서관 딸 학폭은 진짜 본보기로 처벌 제대로 받아야할 텐데... 무역수지 200위도 어쩔티비...,용인수지맘&맘단토,2023.10.26.
동생이 아프다는데..이세돌 아플때랑 감정이 달라요,동생:어쩔티비 이세돌(챠니):???? 아니 이게 머선 일이여 아이고 아이구 절 먼저 데려가세요 어이구 우리 챠니 어떡해ㅠㅜ,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,2023.10.24.
대잇기 / 리브패밀리 05 / 유아 시기 그리고 사랑과 전쟁...?,"""어쩔티비"" 아닌가요...? 그래도 귀여워... 매클 가족 / 안드레아,칼바서스,크리스틴 쉘터 가족 / 킬리언, 록산느, 엘레노아 당연히 매클 가족의 안드레아와 쉘터 가족의 록산느도 유아가 되었답니다❣️ ""오늘 점심에 록산느랑 안드레아를 초대할까해."" ""애들을?"" ""응. 너무...",한치타와 한봉지의 치토스들,2023.10.24.
"고통과 환희의 드라마, 633 이야기(1): 1일차. 고통 없는 633은 없다(그레브의 8차 633 후기)",그래도 어쩔티비? 칼을 뽑았으니 휘둘러야지. 이미 지쳤지만 출발은 언제나 설레인다. 소변이 너무 마려워 정식 인증센터가 있는 건물의 화장실부터 급하게 다녀와서 인증한 건 안비밀... 평속은 언제나 민망하지만 집에서부터 42킬로 달려온 인증샷 3. 정서진에서...,"자출사 ""자전거로 출퇴근하는 사람들""",2023.10.24.
별명을 좀 바꿔보려고요.,"어쩔티비, 어쩔냉장고, 어쩔세탁기... 유행이 지나기도 했고 좀 더 짧은 별명으로 변경하고 싶어서 아래와 같이 후보군을 뽑아봤습니다. '어캠 / 쩔캠 / 어쩔 / 쩔핑 / 어핑' ㅋㅋㅋㅋ 사실 단순히 두 글자로 줄인 경우의 수의 나열입니다. 정체성은 그대로 가지고 가야하기에 ......",스텔라캠핑,2023.10.24.
보홀헤난알로나밤수영,"네, 제가 사진을 발로찍네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 핸드폰은 이상이 없는거가타효 제 발이 문제가 있는거가타효 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 밤수엉장 어쩔티비? 분위기 미쳤쥬? 분위기 개쩔쥬? 수엉장물은 또 을마나 따듯하게요? 나오면 추운게 함정이지만ㅋㅋㅋㅋㅋㅋ...",[세보맘] 보라카이 보홀 세부 :: 자유여행 커뮤니티™,2023.10.24.
[2-3] 과제물,"워라밸, 책임의 유 ▶과제물 평가 : 일단 여기서 마무리 하고, 남은거 하자 ▶어쩌면 좋은가 콘티 : 완성본 : 원작 : 어쩔티비 : ▶캐디가 먼저인가 콘티가 먼저인가 : 캐디가 먼저다. 캐릭터가 있어야 연출과 이야기를 만들 수 있다. : 소설가도 멘토 캐릭터를...",노벨피아 웹툰 취업UP반,2023.10.23.
사는게 뭔지..자괴감만 듭니다.,참고 버티며 27년을 살았는데 애들이나 남편이나 자기들 입에 밥 들어가는 것만 알지 누구하나 날 걱정해 주고 챙겨주는 이 없으니.. 괜실히 서글퍼지고 뭣 때문에 내 자신을 버리고 이렇게 살았나 싶네요. 하나 있는 동생은 지그들 살겠다고 해외로 나가버리고 친정엄마 혼자...,[우갱] 우아한 갱년기(40대 50대 여성 커뮤니티),2023.10.23.
을라룡??,4200층 넘어가믄 백금화만 드랍되고 골드는 드랍이 안되네요?? 아직 골드 능력치 13만렙 몬찍었는데... 어쩔티비...ㅠ,모험가 키우기 - 검사편 공식카페,2023.10.23.
더 좋아진 티비 꿀템베스트 품절되기전에 빨리 킵하세요!,"신혜선 ""'어쩔티비' 초등학생 사이 인기…대표작 됐다"" (유퀴즈) [전일야화] #티비, #tv, #TV, #Tv, #55인치tv 프리즘 HD LED TV, 82cm(32인치), PT320HD, 스탠드형, 자가설치 119,000원 (상세정보&리뷰)(11967) LG전자 울트라HD , , 86UQ8300ENA...",ㅋ┣ㅇ┃Rⓞck Cⓐfe ■◇■◇,2023.10.23.
일엽 기부받습니다,닉네임:어쩔티비 현재 명성46 1000 찍어보고 싶습니다,마피아42,2023.10.22.
17성 스타포스 사기치는 으히(숍서루),"앱솔템을 먹튀하였으며 2억에판다고했고 본인도 알겠다고 했으나 거래창에와서는 자기는 1.8억을 더해서,3.8억달라고 시중가보다 더비싸게 달라고 요구 말이 싹바뀌었고 왜 속였냐니까 가격은 자기마음아니냐고 어쩔티비 외치는 사기꾼 으히 조심하세요. (현재저는...",메이플스토리 - 유저 커뮤니티,2023.10.22.
저는 이 팀을 놓을 수가 없습니다,응원하는 팀이고 남들이 뭐라든 누가 뭐라든 팀이 어떻든 응원할 겁니다 그리고 잘하든 못하든 솔직히 알빠인가요 내가 응원하겠다는데 잘하면 좋겠지만 못하면 뭐 어쩔티비 저쩔티비죠 뭐ㅋ 피곤하고 술기운 때문에 정신이 와리가리한데 막 떠들어봤습니다 죄송합니다....ㅎ,맨체스터 유나이티드 - The Red Devils,2023.10.22.
오뱅후 일기 25: 방쟝 뭘 먹은 거야...?,맨날 만들어달라구 그러려 했는뎅... 깜ㅃ... 그래두... 오늘 맛있는 거 많이 봤으니까... 조...좋았..져..? 헤헿 방쟝 어쩔 티비....... 진짜 룰렛?ㅋㅋㅋㅋㅋㅋㅋㅋ 오늘의 한 줄: 목요일날 보자구여~!! 이불 돌돌 둘러싼 세연쨩~~ 목 나아서 오는 거 잊지 마시구연~,세균배양소,2023.10.22.
방쟝 어쩔티비~,방쟝~ 어쩔티비~~,세균배양소,2023.10.22.
나자신 칭찬해♡,어쩔티비저쩔티비 장족의발전임~♡,해루질초보~,2023.10.22.
신용힐 2억까진 안전마진 과연 추분이 나올려나?,왜냐면 쌍힐 시티뷰 고층기준 6억후반이 시세(강뷰는 8억)라면 최하 신용힐은 7억까지는 안전마진이란 결론이 나와 2억정도는 여유가 생긴 상황. 추분 5천정도는 나와도 좋고 이왕이면 안나오길 바라지만 ~ 과연 추분없이 입주가능할지 어쩔티비ㅜㅜ,광사부 내집장만하기,2023.10.21.
대사,응~ 어쩔티비~ 저쩔티비~ 안물티비~ 안궁티비~ 뇌절티비~ 우짤래미~ 저짤래미~ 쿠쿠루삥뽕 지금 화났죠? 개킹받죠? 죽이고 싶죠? 어차피... 그냥 화났죠? 냬~알걨섑니댸~ 아무도 안물 안궁~ 물어본 사람? 궁금한 사람? 응 근데 어쩔티비죠? 약오르죠? 응~ 어쩔 저쩔 안물 안궁,구오네 목장,2023.10.21.
시험기간이지만 ..,그래도 너와 보내는 이 오후의 시간은 좋아 나무 흔들어서 주운 물건이지만 좋아해줘서 기쁘네 히힛 내가 알려준 어쩔티비 ~ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅌㅋ 이웃집 꼬맹이가 자기 친구랑 어쩔티비 ~ 저쩔티비 ~ 하면서 놀길래 아 ! 이거 유행이네 ~ 하고 적었는데 .. 슬슬...,WTAC :: 닌텐도 동물의 숲 대표카페 [스위치/NDS/포켓캠프],2023.10.21.
런닝저택 2화 (실제사건과는 관련 없는내용도 많습니다 재미로만 봐주세요),"미쿠:어쩔티비..! 콜록... 자막:드디어 0시가 되어서 격리가 해제되는 최리와 진솔 최리:죽었어!!! 미쿠 너 거기서!!!!!!!!! 자막:그때, 이달소 격리 해제되던 9월 12일, Catnap리더 은별이 합류한다 은별:음...뭐지;;; 진솔:아니...연예인 멤버들 대부분 코로나 걸려서 힘든데 계속...",런닝맨 팬카페 2호점,2023.10.21.
[앱 새상품]여자야 가슴크림,"TamfmLggk0EeJiNNpzkF 상품 정보 상품명 여자야 가슴크림 가격 60,000 원 거래방법 택배거래 거래 희망 지역 - 판매자정보 쿠쿠르삥뽕어쩔티비 상품 상세 여자야 가슴크림 미개봉 새상품 판매합니다 효과 많이 봐서 남는거 팔아요 ※ 거래 전 주의 사항 • 중고나라 앱...",중고나라,2023.10.21.
도밈한테 옮은 썰,"진심으로 개 부끄러웠음 아마 도밈 목소리 높이가 옮은듯 그래서 바로 90도 사과 박고 감 또 학교에서 보드겜하는데 내가 질거 같은거야 그래서 겁나 뻔뻔하게 ""내가 이김 하하하하하하하하핳ㅎ"" 하면서 눈앞에서 사기쳐서 애들이 뭐라하면 싹 다 어쩔티비쳐버림 아무래도...",여우를 드림_,2023.10.20.
제가 지금,학교가있어야 될 시간에 짤ㅂ은 글을 쓰는데 그 이유 맞춰보시던지욬ㅋㅋ 맞추면 하트 5개 적립 ㄱㄱ 여러분 집에 가면 한 넉넉히 4시정도로 잡게ㅆ습니다 그 전까지 이 글 아무도 못 읽을 거 아니야 아니야?,<우등생논술> 공식 카페 ★우논짱★,2023.10.20.
광주 부동산 전문가 지붕새입니다. 요즘 분위기 이상하네요 ㄷㄷㄷ,"여름에는 휴가철, 비수기라 그런가보다 하는데 추석끝나고는 이사철과 여름시즌 잠재수요로 인한 성수기시즌인데 거래량이 전혀 붙질 않고 있어 ~ 어쩔티비ㅜㅜ 잠깐 잘나간 효천지구, 연제, 본촌, 용두 거래량 많은 준신축들도 더이상 치질 못하고 거래량 바닥으로 가면서...",광사부 내집장만하기,2023.10.20.
유튜버한테 선물 준 거 옹호하는 사람 보이던데,"다른 게임사도 유튜버한테 선물 주는데 왜 문제냐? 이런 사람 몇명씩 보이는데 정리해줌 ㅇㅇ 편하게 음슴체 씀 + 이 글을 읽기 전에 앞서, 글 내용 이해 못했으면 댓글에 분탕치지마세요. 그런갑다하고 뒤로가기 눌러주십시오. 이해를 요구하는 게 아닙니다. 작성자는 이번...",좀비 고등학교 모바일,2023.10.20.
지금까지 살아있으신 분?,"-짧은 글(내용이 너무 짧거나 사진만 업로드)은 성의 없는 글로 간주합니다. 단원 간에는 존댓말을 사용해주세요. -절대 ""친목"" 글은 하지 말아 주세요! (이벤트 포함) 이 접니다ㅎ 안녕하세요? ㅎㅎ 심심해요 놀아줘요 ..어쩔티비! 죄송합니다..",레볼루션:하트 공식 팬카페,2023.10.20.
유치원 우선모집에 차량이용 안하고 도보이용하는거..,"집 근처 유치원이긴 한데, 차량타면 더 좋긴 하거든 ㅜㅜ 우선모집이 그래도 승산이 있을 것 같아서 써보려하는데 졸업때까지 차량이용안한다고 서약서를 써야한대...ㅋㅋㅋㅋ 어쩔티비....ㅜㅜㅜ 이거 혹시 되면 정말 서약서대로 자가용이나 도보로만 다녀야...겠지..??...",소울댁,2023.10.19.
개미지옥,구글에 맘에드는 저장한 곳들 많구나 엄청 많구나 하나하나 저장할땐 행복했는데 어느정도인가 띄워보다 5초간 멍때리고 있어요 다 못가겠네 어떻게 추리지 아니다 걍 내버려두고 나트랑가서 그때그때 가보자로 행복회로 돌리고 다시 카페글 정독중인 나,"베나자-베트남나트랑자유여행,베트남,나트랑,냐짱,맛집,마사지",2023.10.19.
절 어떻게 부르시나용⁉️,별명 같은거 말구요! 제 이름이 좀 길잖아요! '읁애팁이' !! 근데 몇몇분들은 저를 ' 읁애님 ' 이라고 부르시구 몇몇분들은 ' 읁팁님 ' 이라고 부르시구.... 한분은 저를 ' 어쩔티비 저쩔티비 읁애팁이님 '이라고.. 부르셔요 ......... 하핳ㅎ ....??? 절 어떻게 부르시나용⁉️,로블록스 커뮤니티 카페,2023.10.19.
나무야 나무야~ 너는 잘 있느냐...,나무야 나무야~너는 잘있느냐?잘리고 토막내어 어디서 나딩굴고 있는건 아닌지...ㅠㅠ 잘못된 행정으로 너의 몸이 동강나 버리게 해서 정말 마음이 찢어지고 뼈속까지 아프다..ㅠㅠ 이 유산을 미래세대까지 못 물려줌에 더욱더 쓰리고 아프다.. 올해 여름 무더위가...,거사모 ♥ 거리공원 사랑 모임,2023.10.19.
[정오뉴스와 별자리운세] 2023년 10월 19일 목요일,별점 : ★ ★ ★ ★ ▷ 행운 요소들 아이템 : TV 색상 : 베이지색 숫자 : 34 방위 : 동쪽 ■ 물고기자리(2.19~3.20) ▷ 전체운 성실함이 행운을 불러오는 하루! 평상시 생활이 조금은 손해를 본다는 마음으로 성실하게 생활을 해서 행운이 찾아오게 된다. 전혀 생각하지 못했던...,자유의 깃발 아래,2023.10.19.
끝~~~오늘도 수고 마니마니 하셨어요♡,낮에는 괜찮았는데 19시 이후에 중대가 한팀도 없었다요 마니 한가 덕분에 매출도 목표치 못채우고 끝. 어제 월요일 최저보다 나은거에 또 만족합니다 안오는데 어쩔티비~~!!!^^ 수고수고 마니마니 하셨어요 치킨 데이 치킨이나 한마리 때리고 가렵니다요^^ 내일 뵈어요♡,[ 전당사 ] 전국 당구장 사장님들 모임-당구의 모든것 -중고큐-,2023.10.18.
신레 1장 1성 해커&드래곤 없이 클리어,피통에 비해 엄청 오래 걸렸네요 구레 49장은 레이가 순식간에 먼지로 만들어서 비슷비슷할 줄 알았는데..ㅋㅋ 우리 어쩔티비 그라티비는 사라만다 없어서 곧 신레 들어가니까 미리 찍어줘야지 하고 본능 준 거였는데 구레 다 깰 쯤? 플티로 사라만다가 나와버렸기에 울면서...,키모카와 - 냥코대전쟁 커뮤니티 카페,2023.10.18.
라이오 1돌이 필수라고??,어쩔티비 어차피 사이버피규어야,원신 공식카페,2023.10.18.
10월 18일,10월 18일 만약 내가 2년전으로 돌아간다면 뭘 할거야?,꿈꾸는 하미,2023.10.17.
게릴라를 무슨 3시간을 해,"사실 계속 아파서 방송 못 하니까 넘 미안했는데 어쩔티비!!!!!!!!!!!!!! (미안금지형에 처함) 뭔가 그 주의 첫번쨰 방송은 수다를 왕창 떨게... 그랬다면 유감티비..! 암튼 여러분도 현생이 먼저다!!! 중간고사, 기말고사면 공부해!!!!!!!!! 내일 출근이면 빨리 자!!!!!!!!!알아쬬!???...",미애용 팬카페 :: 올 때 먜로나,2023.10.17.
이런 미친년이 다있네요,고속버스 민폐녀 - YouTube 아 혈압이 오르네요. 화면속으로 들어가고 싶다는.. 진짜 대갈통한대를 팍 인성 더러운 녀언 제 자식이 저럴까봐 무섭네요.,캠핑Family,2023.10.16.
짜투짝시장 가는길) 볼트 잔돈 사기꾼!,같은 피해를 안당하시길 바라며 요점만 빠르게 정리할께요~ 일요일에 짜뚜짝 시장을 갑니다. 출발지 아속(칼튼)이고 볼트가 잘 안잡히더라구요 겨우잡았지만 시간도 몇분씩 계속 늘어나고 취소하는거 아니야? 하는 찰라 차가 들어옵니다. 짜투짝시장에 도착하니 입구부터...,"태사랑- 태국,방콕,치앙마이,파타야,푸켓,카오산,동남아자유여행",2023.10.16.
20231016(월) 남당항 은가비호 출항합니다,어쩔티비! 전 선탑으로 그분은 6번에서! 처음으로 배위에서 빠2빠2 2년 4개월 만에 왔네요! 천관산님 개인 동출이후! 설비쟁이님! 천관산님! 병아리님! 월요맨 미라클 2년 여만에 남당항 입성! 집에 가는데 꼬심에 넘어가서.. 조용하고 좋네요~ 자리 붙여준다는거 정중히...,바다좌대 바다낚시 [BDJ Fishing Club],2023.10.16.
주말은~언제나~힘드러요,쭌짼맘님네 ~예약해서 밤을 따왔어야~했었나♀️ㅋㅋㅋ 마트서 사니~비싸네 ♀️ 통큰작은아드님~탄현 맥도날드 햄버거만 11개⁉️ 불고기버거를 2개 깜빡하신 알바님들 ㅠ 합의11개를 샀는데 2개를 빼먹었다니~어쩔티비♀️,"파주맘 - 파주 대표카페 (운정,금촌,문산,교하)",2023.10.15.
최고로 좋아하는 티비 꿀템 와이프도 좋아하네요,"""(왓씨티비) 잼민이','어쩔티비' … 세대 간 소통을 방해하는 '신조어' 아프리카티비, 4일 'ASL 시즌16' 4강 경기 진행 #티비, #tv, #TV, #Tv, #55인치tv 삼성전자 HD 80 cm TV 자가설치, 80cm(32인치), UN32N4000AFXKR, 스탠드형 251,990원 (상세정보...",예쁜옷파는사이트추천 쇼핑몰순위,2023.10.07.
제발 좀 자체를. 잡채로 안 썼으면,"유튜브나 까페글보면 ~~ 자체를 꼭 잡채로 쓰더라고요. 처음에는 재미있네~~ 이렇게 유쾌하게 넘겼는데 공적인 유튜브도, 방송국 유튜브도 잡채라는 말을 쓰는데 놀랐어요. 신문에서도 대기업이 운영하는 블로그에서 중요한 내용을 설명할때도 그 잡채라고 쓰더라고요....","레몬테라스 [인테리어,리폼,DIY,요리,결혼,육아]",2023.10.02.
[제로베이스원] 사랑에 빠진 제로즈,어쩔티비저쩔티비) 공주의 아름다운 일상이랄까... 너무 부지런했던 자의 버블 나의 킹받는 말투 양해좀요 개는 금칙어가 아니더라고. 거의 그냥 친구랑 대화하는 것 같은 장하오 버블 무슨 맛있는 거 있으면 바로 공유해주는 우리는 찐친...❤️ 다이어트 걱정하는 짱친...,깡,2023.09.30.
https://m.blog.naver.com/campanu1a_/223225249939,가격은 사악한데 맛은 진짜루 에바였음 흥 ㅡㅡ 가빈이 크록스 어쩔 드러워서 할 말을 잃어버림 마창대교 바바이~~ 가비니 차 안에서 튼... 모.멘에 새로운 필터가 나와서 당장 갈김 속눈썹 땨문에 그런가 눈이 넘 그윽하구 부담스럽게 나옴… 흥 근데 !!!! 제 새로운...,&& * **,2023.09.30.
현생 속으로 다이빙,ㄴ썰려나간 사람 중 한명인 듯 줄 설 때 심심해서 트위터 구경이나 하고 있었는데 이 글이 너무 웃겨서 가지고 왔다 글쓴이분 제송함다 (어쩔티비) 긴 기다림 끝에 왔다 옆집소년들이! 난 태산 보러간건데 누군지 못 알아보겠어서 계속 태산이 누구야?! 이러는데 ㅎㅅ가...,The shade of the color blue,2023.09.30.
