제목,내용,게시자,게시날짜
보고서 올립니다.,"어쩔티비 샹 한짱!!!!!!!빈짱!!!!!!!에비!!!!!!!!! 어. 나니. 왜. 나랑 같이 이거 하장!!!!!!!!!!!!!!!!!!!!!!!! (하.... 진짜 ㅈㄴ 귀찮다...) 이이요..... 와서 어쩔 수 없이 먹었습니다) 저 마크씨를 사랑합니다!!! 아이시떼룻!!!!! 수컷 중 수컷, 수컷의 지배자, 수컷의 군림자, 수컷의 제왕...",¥,2023.09.30.
2023. 09. 30. 잉여로운 추석생활 (대학원 준비를 곁들인),것 같기도) 책장 사러 이케아도 갔었당 카카오 홍대에서 발견한 틴틴팅클! 원래 겨울왕국 베리 인형 사고 싶었는데 그건 없더라ㅠㅠ 더블 k-장녀 캐릭터라 사구 싶었는데ㅎㅎ 힘든.. 금요일 6시반까지의 수업... 대학원 입시만 끝나면.. 걍 하면서 학교 다닐 수 있을텐데..,매일 블로그 이름 고민 중,2023.09.30.
구정모 大모집 .ᐟ.ᐟ.ᐟ.ᐟ,차는데 어쩔티비 9/7 오늘도 즐겁게 출근 ^ㅠ^ 또 일찍 도착해서 다이소 갔다가 핸드크림이랑 귀여운 쿼카 파우치 샀당 일하면서 마실 음료수도 사서 출근 완~ 아니 인스타 들어갔는데 눈 마주쳐서 너무 깜짝 놀람 왜 저런 걸 추천해 주시나요? 점심으로는 편의점에서...,⤜♡⤞,2023.09.30.
나의 삶은 어찌해야 하나요,아직 멀었네여 (갑자기) 요즘 어쩔티비 안 쓴다는데 출근길에 초딩친구들이 쓰는 걸 들었습니다. 벌써 10월입니다 이제 한글 날까지 쉬면 크리스마스까지 쉬는 날이 없어요. 너무하다고 생각합니다. 후... 정말 부부는 어쩔 수 없나 봐요 도리벤도 끝이 났어요. 해피엔딩이라...,어제 _오늘 _내일,2023.09.30.
딱 2007년~2015년으로 돌아가고 싶다...,요즘 유행어는 무슨 어쩔티비 저쩔티비... 응~그런게 유행해서 솔직히 짜증남; 듣기싫음;; 2000년대 후반~2010년대 초중반에는 tv프로가 재미있는게 많았고 컨텐츠 자체가 재밌고 순했는데 언제부턴가 컨텐츠가 너무 자극적으로 변함... 유튜브나 인스타 보면 자극적인 영상이...,you may dream☆,2023.09.30.
돌아버린 백수의 8월,면접 본다고 왔다갔다함 면접 보고 집 가는 길에 대왕 무지개 봄 그지같은 연봉 맞출 것 처럼해서 대표님이랑 2차 면접 부르더니 머 연봉 3300은 실장도 안 준단다 어쩔티비 안 가 나도 ㅎ 덥고 습하고 비오는데 면접 붙으면 뭐해 연봉이 뭔 ㅋㅋ 진짜 ㅋㅋ 박봉인생 어쩌겠나...,그냥 먹는거 좋아하는 애,2023.09.30.
[9월 일상]반갑슴니다 새로운 공간으로 다시 왔읍니다,맛있음 어쩔티비 흥 아니 먼 맥주로 카푸치노 만드니...? 맥푸치노야 머야 붓싼도 다녀왔슴다 ♀️ 나 비행기 2년만에 타서 넘넘 설레버렸자너.... 내가 젤 조와하는 아샤나 뱅기봐서 이때다 하고 사진찍어부려쓰~ 근데 사실 난 에어부산 타고 감요 ㅋㅋㅋㅋㅋ ㅈㅅ 아니...,Rewrite my things,2023.09.30.
첫 블로그!!,<우당탕타당 중앙고> 이건 자고 있는 정유나 가 아니라 자고 있는 부엉이를 보는 정유나를 찍는 나 하도 불러대서 쳐다봤을 때 내 시점 얼굴 절대 용납 못하는 김혜원과 어쩔티비 조다경 그 앞에 “해워나숨지좀마”시전하는 문개티비 개뜨거운 발 올리는 정슬구리당당 옆에...,nayelogyy님의 블로그,2023.09.30.
아 이런일도 있었지 - 여행편 [1],"돌아올 때는 얼마나 바리바리 바리스타가 될지 첫 여행이었던 유럽에 맞춰진 건지 해외로 가는 비행기는 다 23kg까지는 봐줄 것 같은 기분인지라 공항에서 공황오게 됨 어쩔티비, 화이팅! 그런 나를 위해서일까 깜빡하고 기내에 실을 가방에 미니칼을 넣어서 귀염둥이...",))((,2023.09.30.
[] 그저 갓곡 진성아저씨의 <태클을 걸지마> 영업,"내인생에 태클을 걸지마~ 진정한 어쩔티비 정신임. 다 알겠고 걍 너네는 내 인생에 태클걸지말라고 호랑이같은 기세로 부르짖으심;; 2절까지 반복하면서, 마지막에 내 인생에 태클걸지말라고 두 번이나 엄포를 놓으신다. 세 번까지가면 걍 죽는 거임. 노래부터 가사까지...",김차원의 삼차원,2023.09.30.
2022 결산 上,으로 프로포즈도 받았네요 ㅋㅋ ^^(어쩔티비) 시끄러움 주의 예 제 사랑들 입니다 김 채정씨와 박 지선씨 대충 평균 7년 정도 됗는데 10년이고 70년이고 오래오래 봅시다 예 저날 부대찌개 맞나? 먹고 보드게임 조지고 마무리로 방탈출까지 야무지게 즐겼릅니다 박 지선씨가...,스* 완벽하지 않아도 괜찮아,2023.09.30.
8月,"즐거웠음^^ 운동 열심히 해라,,,, 너,,, n번째 카페 사진 열심히 찍었는데,,, 진짜 목주름 어쩔티비? 화인베리님 만났던,, 화석아저씨아싸 학번이 된 나 학교앞 신상베리 술집 입성,, ??? : 통닭 자세가 좀 야하지 않아요? 그렇게 술먹다 말고 댓기리 원정대를 만들게 되는데...",결국 우리는 끝내 우리로,2023.09.30.
주황 불이 깜빡깜빡,어쩔티비 현선언니()가 첫 번째 사진 나 닮았다고 보내줘서 스노볼 다른 이미지도 찾다가 남자친구한테도 보내줬더니 첫 번째랑 두세 번째랑 다른 애 수준 아니냐며... 생각해 보니 이 애니메이션 제목도 <마이펫의 이중생활>인가 그랬음. 중간 없는 게 딱 나 같네 2023년 9월...,Yen's Bildungsroman,2023.09.30.
원래 자국기업 우선정책은 선진국도 합니다,근데 어쩔티비? ㅋ 시발 매국노새끼들아 팔이 안으로 굽지 그럼 밖으로 굽냐? 저래놓고 일본이 하는건 다 반대하면서 한국이 하는것도 다 반대해;; 매국노야? 아니면 병신이야? 외제차 타고싶은데 지원금 안줘서 빡친거라면 그냥 니 능력껏 돈 벌어서 사라고 ㅋㅋ 누가 칼들고...,•_•,2023.09.30.
[합격후기] Boston University / USC,"우리 같이 서로를 좀 이해해 보십시다~ 학생 한 명이 최소 서너개의 합격증을 받아오는데, 그럼 저는 합격후기 한 편을 올리기 위해 최소 서너장의 합격증에 색칠하기와 실명지우기 등등 후 작업을 해야 하는지....흑흑 (불쌍한척 ) 합격후기 오랜만에 온...",UC편입·미국명문진학·국제학교·보딩진학·컨설팅,2023.09.30.
[영국살이] 영국으로 떠나는 날 230603,‧⁺◟( ᵒ̴̶̷̥́ ·̫ ᵒ̴̶̷̣̥̀ ) 레몬크림케이크(?)랑 바치케 사실 둘 다 스벅 케이크인데 메커에서 초 켰다 ㅋㅅㅋ 머 어쩔티비... 오늘 상태 좀 좋았는데 앞머리가 망했어요 토끼필터 없었으면 어쩔 뻔 ~ 치명적인 척 한 번 해주구요 ~ 오기 전에 블로그 많이 찾아봤는데...,율미의 일상생활,2023.09.30.
우리의 여름이 끝이나고,개맛있어서 다이어트고 뭐고 진짜 개흡입했음 저때 다이어트 한다고 하루에 거의 반끼 먹었는데 김재영 파스타 개존맛탱이라 어쩔티비 하고 배터질때까지 먹음 ㅋㅋㅋㅋㅋㅋㅋ 그러고 있다가 이채영 전화와서 천막집인데 같이 술먹자 해서 아 다이어트 포기 바로...,HA NEUL,2023.09.30.
유월은 바쁘다 바빠 현대사회... 입니다.,그리고 티비 보면서 치킨 얌냠 치킨 맛나게 생겼네 추릅 [ 6/3 ] 출근하는데 하늘이 넘 예뻤구요 마감 끝났는데 마망이 올라와서 나... 내맴 ㅋ 글고 퇴근하고 집 와서 불족 시켜먹음 맵고 자극적인거 ~~~ 어쩔티비~~~ [ 6/29 ] 찰리푸스... 공연 선예매 날... 나 정말 저엉말...,Jisom's daily life,2023.09.30.
보성군 벌교읍 피자 탑피자 벌교점,피자 라지 사이즈가 둘이 먹기엔 많고 셋이 먹기에는 뭔가 모자라서 추가 주문한 치킨 직장 상사가 치킨 좋아한다고 해서 주문하긴 했는데 오븐 구이 말고 튀김옷 입은 걸 좋아하고 뼈 말고 순살을 좋아한다고 해서 어쩔 티비 싶었다. 오븐에 구워진 치킨에게 무슨 죄가...,가는 곳마다,2023.09.30.
쟤 I 라서 그래 넌 E 라서 그래 됐고 그냥 V 나 하자,ㄹㅇ 그래서 어쩔티비 표정으로 통귤 츄베릅하면서 나감ㅎㅎ 애플워치 1년만에 부활시킴~ 충전기 놀곳이 마땅히 없어서 걍 충전도 안하고 안쓰고 다녔는데 이번에 새로산 협탁 위에 충전기 놓으면 이쁠거 같아서 당장 갖다 놓고 애플워치도 충전시킴 댕합리적ㅎㅎ 동의? 어...,null,2023.09.30.
꼬냑을 품은 초콜릿 몽골여행 선물추천/몽골초콜릿 'GoldenGobi 골든고비',이 갬성 어쩔티비 저쩔티비! 근데 또 초콜릿 모양도 게르야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니 진짜 나 여기 몽골임?!ㅋㅋㅋㅋㅋ 너무 귀여운거 아님?! 이 디테일 어쩔거임^^!!! 앞서 언급했듯이 맛 또한 일품입니다 일품! 초코가 고급져요 고급져! 몽골여행 선물추천/몽골 초콜릿...,"지금, 여기서 즐기기",2023.09.29.
의정부민락동맛집 겉바속촉 준네타코야끼,"어쩔티비~ 저쩔티비~ 준네맛있쥬? 지리쥬? 킹받쥬? ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 저 문어 조차 킹받네요 그치만 정말 맛있는 준네타코야끼 저는 오리지널을 추천드려요 준네 타코야끼 오리지널(8알) 4,500원 오리지널 맛은 우리가 아는 그 타코야끼 맛인데 뭐가 다른지 궁금하지...",마리네 정미소,2023.09.29.
츛추추츄,생각하겟어요~ 어쩔티비 졸업시캬줫으먄 나도 열신히 햇겟지 ㅋ 내탓아님 뿡 ㅋㅋ쿠쿠ㅜ ㅠ ㅠ ㅠ 어제부터 뭘 제대로 안 먹고 살앗더니 김거나가 밥을 먹여줫ㄹ어요 ㅠ ㅠ~~ 내가 조아하는 거 다 시켜줫다 크쿠 감동티비 눈물 ㅁ쥴쭐~~ㅠㅠㅠ 갓스팽글 넘 예쁜 구 아니뉴....?...,"花樣年華, 2022",2023.09.29.
또 다시 늘어지기,"아빠랑 방금 14층에서 떨어진 20대 남자애가 가벼운 타박상만 입었다는 얘기 했는데, 아마 나였으면 이미 죽었다고 전달했다. 아빠도 동의함. 진짜 어쩔티비 일단 여러분 사랑합니다. 아프지 마세요! 영화보러 들어가야 해서 일단 끝내고 나중에 수정할래! 안녕!",흔적과 사유들,2023.09.29.
대구 소규모 돌잔치 / 우연1972 / 파워P 엄마의 돌잔치 일기,이거지만 어쩔티비 진숙이와 꼬봉들 옵화랑 나 컵흘신발 같지만 서로 뭐 신은지 모른채 출발함 ㅠ 심지어 따로 구매함 우욱 .. ㅋ 서서히 지쳐감 빠떼리 조루라서 100 충전해갓는데 한시간 뽝 찍으니 28퍼 이캄ㅠ 미니색히야 정신꽉잡아 어쨋든 돌상에서의 연호 독사진...,쑥떡 일상,2023.09.29.
2023.09월 - 마지막주 기록,어쩔껀데.... 닭목살구이...야들야들한 식감 한입에 와앙 먹어버려야 한다고요..ㅠ 진리의 대파구이..등..장..!! 쯔꾸네..!! 마싯엇다..... 어쩔티비..^^.. 청첩장안에 이런거 넣어줄거냐고ㅠㅠ 너무 감동이었는데 눈물은 안남.ㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ...,cherry on top,2023.09.29.
우조다 돈도코동!!![임금님전대 킹오쟈 시즌2],응 어쩔티비 야 이 ㄱㅅㄲ야!!!!! 쉿! 데인져러스 좀비~~~! 어째서 생명에 집착하는 거냐? 홀리몰리.... 너..... 도대체 누구야 나의 이름은 글로디 로이코디움 그는 오랫동안 빌어먹을 술법에 봉인되어 있었지만 제가 해방했습니다 안내해 줘서 고맙네 니라 미츠히데 상...,데미안의 왁자지껄 놀이터,2023.09.29.
웃기는짬뽕,"어쩔티비 ; 나때는 웃기는 짬뽕이었지 너가 잼민이를 어케 이길건데. 복학생따위가 날 어케 이길건데!!!!!! 지원이 블로그에 등장. 나도 영화 그만 보고싶어,,, 그치만 티켓은 뺏고싶어 귀여운 나를 배경으로 안하고는 못 배기지 나도 날 배경으로 하는데 말야. 어쩜 저리...",지구정복,2023.09.29.
598.1-ㄱ928야_66일 인문학 대화법,(3) 어쩔 티비 저쩔 티비 라는 말에 대해서 어떻게 생각하니? (4) 저 기계는 어떤 방식으로 작동할까? (5) 저런 사람은 왜 저런 생각을 하는 걸까? (6) 모두가 같은 생각을 한다는 건 무엇을 의미하는 걸까? (7) 부자와 부자가 아닌 사람의 기준은 뭘까? (8) 요즘 가장 자주 하는...,Monday's brain,2023.09.29.
더도말고 덜도말고,"얘기하는데도 어쩔티비 시전하는 우리 잼민이들 놀랍게도 20살, 17살입니다 나도 17살에 저랬나.. 저는 비빔냉면, 동생들은 물냉면 시켰습니다 근데 아까 말씀드렸듯이 배가 안꺼져서 반도 못 먹었습니다 가뜩이나 양도 줄었는데 배도 꺼지기 전에 자꾸 이렇게 먹이시면 살...",좌충우돌 정호영 인생,2023.09.29.
파리4,"땡큐☺️(정적) 이러고 끝났음ㅋㅋㅋㅋㅋㅋ 얘도 어이가 없을거다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그래서 어쩔티비 번호 왜 안물어봐 이런 느낌이었을거야(^^) 그렇게 허탈하게 볼트 기다리는데 샤이가이놈이 와서 나한테 귀엽게 인사해주고 감.. 또 갈까,, 아니 그리고 고자극 모먼트가...",#N/A,2023.09.29.
여름 끝에 나는 웃고 있을 거야,"하고 갔더니 이 레고 같은 거 만들기 대결하자고 ㅋㅋ 막 어쩔티비 저쩔티비 자기들이 더 잘 만든다나 뭐라나 자매 대결 하자하고 자기들은 초딩팀, 우리는 대딩팀 이름도 붙여줌 웃겨 등말 ~ 쪽지 나눠주면서 투표도 함 당연 초딩팀 이김 (봐줬다) 슬퍼하지 말라고 트로피...",취향을 담다 :),2023.09.29.
약 150장넘는 일상,하이티비! 잊을만하면 찾아오는게 제맛인 블로그 올리러 왔는데요 8월에 사진이 생각보다 많아서 당황스러웠습니다 그럼 스타터... (ㅠㅠ) 어쩔티비!! 친구 생일선물 먹으려다가 실패함 전 호두마루가 좋아요 탕스라이팅 당한 김선생 귀엽다.... 용과라고 알려주는 거임 과일...,잔잔바리,2023.09.29.
미치코 다리 건너는거 개에반데,무슨 나비로 달강 다리 너머로 생멸을 탐 이거 막아야 하는거 아님? 개어이 털리네 ㅋㅋ 그럼 장상 발사대 막힌것도 풀어주던가~ 어쩔티비 생징징~,제5인격 공식 카페,2023.09.29.
9월,어쩔티비 담날 선배들이랑 해장 조져서 공복유지 실패하고 인터벌러닝 80분+천계 20분 탔다.. 에휴 그냥 안 먹고 말지 는 구라 이솔아한테 내가 만든 그릭요거트 자랑하려고 꺼냈다가.. 에효효……….. 억장 와르르 근데 가족들 반응이 흥 나 삐짐 ~예대축제~ 중앙대 산디 22학번...,yuuu_ni-님의 블로그,2023.09.29.
안 죽고 돌아온 일상설명회 (2),어쩔티비 미안합니다 MZ를 따라가는건 너무나 힘든 것 같네요 사실 저도 MZ세대이지만 점점 MZ세대가 욕을 먹는 부류로 인식되는 것 같아... 어쩔티비 언제나 개판이고 개연성이라곤 개나 줬으며 제 멋대로인 글을 재밌게 봐주셔서 감사합니다 그럼 다음 글로 돌아오도록...,.,2023.09.29.
다들 한가위엔 한가한가?,개힘들었음 ㅋㅋㅋ 어쩔티비 저쩔티비 개킹받죠..? 아무것도 못하죠? (이하생략..) 아니그리고 요즘 쿠팡에서 유년부 공연용(?) 드럼을 산 뒤로는 구글에서 나를 어린이용 드럼에 미친 사람으로 분류해서 자꾸 아래같은 광고가 뜸 큐큐.... 근데 생각해보니 자꾸 약간 야한(?)...,박쟝大小(박쟝의 크고작은 일),2023.09.29.
와이디가,어쩔티비.. 너무 예뻐서 너무 고맙네 . ㅋ ayd씨 점프해주세요 하면 점프해주는 남정네 사진 다 찍었지롱 씨유갔다가 후문으로 걸어가장 천호대교 건너려구 워커힐 방향으로 넘어가는 중 천호대교는 자전거로 건넜지롱 날씨가 묘하네 나중에 알게 된 사실 : 오늘 공기...,버블버블버블팝,2023.09.29.
20230928,그런 점은 Dm으로 문의ㅜㅜ부탁 드립닙답. 아 졸려. 심심해서 인스타 보다가 이거 다 하길래 유행에 조심스럽게 참가했는데 생각보다 나랑 잘 맞음. 특히 저기 장점 부분에 재밋다고 써져있어서 기분 좋았음. 내 개그 재밌다니까;;; 공감 좀 반박시,일기 1기 일기 1기 일기,2023.09.29.
